i,time,Type,has_hh,month
1,1,NA,FALSE,1
1,63,H,TRUE,3
1,67,H,TRUE,3
1,33,H,TRUE,2
1,29,H,TRUE,1
1,504,C,FALSE,17
1,532,H,TRUE,18
1,356,C,TRUE,12
1,437,H,TRUE,15
1,378,H,TRUE,13
1,409,H,FALSE,14
1,345,C,FALSE,12
1,467,C,FALSE,16
1,498,H,TRUE,17
1,435,C,FALSE,15
1,493,H,TRUE,17
1,523,H,TRUE,18
1,464,H,TRUE,16
1,278,H,TRUE,10
1,250,C,FALSE,9
1,311,H,TRUE,11
1,307,H,TRUE,11
1,282,H,TRUE,10
1,356,H,TRUE,12
1,361,H,TRUE,13
1,389,H,TRUE,13
1,328,C,FALSE,11
1,393,H,TRUE,14
1,374,H,TRUE,13
1,370,H,TRUE,13
1,371,B,TRUE,13
1,310,C,FALSE,11
1,342,H,FALSE,12
1,517,H,TRUE,18
1,545,H,TRUE,19
1,489,C,FALSE,17
1,438,C,FALSE,15
1,402,H,TRUE,14
1,372,H,TRUE,13
1,368,H,TRUE,13
1,405,H,TRUE,14
1,339,C,FALSE,12
1,421,C,FALSE,15
1,276,C,FALSE,10
1,307,H,FALSE,11
1,93,H,TRUE,4
1,126,H,FALSE,5
1,91,H,TRUE,4
1,63,C,FALSE,3
1,95,H,TRUE,4
1,488,H,TRUE,17
1,490,H,TRUE,17
1,429,C,FALSE,15
1,458,H,TRUE,16
1,521,H,FALSE,18
1,336,C,FALSE,12
1,395,H,TRUE,14
1,365,H,TRUE,13
1,365,H,TRUE,13
1,394,H,TRUE,14
1,432,H,TRUE,15
1,372,C,FALSE,13
1,403,H,FALSE,14
1,405,H,TRUE,14
1,403,H,FALSE,14
1,497,C,TRUE,17
1,443,C,FALSE,15
1,505,H,TRUE,17
1,471,H,TRUE,16
1,302,C,FALSE,11
1,362,C,FALSE,13
1,392,H,TRUE,14
1,490,H,FALSE,17
1,422,H,TRUE,15
1,456,H,FALSE,16
1,249,C,FALSE,9
1,279,H,TRUE,10
1,282,H,TRUE,10
1,278,H,TRUE,10
1,219,H,TRUE,8
1,247,H,TRUE,9
1,247,H,TRUE,9
1,191,C,FALSE,7
1,275,H,TRUE,10
1,249,H,TRUE,9
1,217,H,TRUE,8
1,220,H,TRUE,8
1,215,H,TRUE,8
1,186,C,FALSE,7
1,274,H,TRUE,10
1,304,H,TRUE,11
1,275,H,TRUE,10
1,303,H,TRUE,11
1,244,C,FALSE,9
1,281,H,TRUE,10
1,278,H,TRUE,10
1,250,C,FALSE,9
1,312,H,TRUE,11
1,284,H,TRUE,10
1,124,C,FALSE,5
1,217,H,TRUE,8
1,187,H,FALSE,7
1,187,H,FALSE,7
1,155,H,FALSE,6
1,241,H,TRUE,9
1,211,H,TRUE,8
1,273,H,FALSE,10
1,181,C,FALSE,7
1,304,H,FALSE,11
1,273,H,TRUE,10
1,245,C,FALSE,9
1,278,H,TRUE,10
1,305,H,TRUE,11
1,498,H,FALSE,17
1,432,H,TRUE,15
1,402,C,FALSE,14
1,464,H,TRUE,16
1,435,H,TRUE,15
1,394,C,FALSE,14
1,486,H,FALSE,17
1,455,H,TRUE,16
1,427,H,TRUE,15
1,422,H,TRUE,15
1,238,H,TRUE,8
1,209,C,FALSE,7
1,241,H,TRUE,9
1,270,H,TRUE,9
1,269,H,TRUE,9
1,531,C,FALSE,18
1,315,H,TRUE,11
1,312,H,TRUE,11
