i,time,Type,has_hh,month
1,1,NA,FALSE,1
2,1,NA,FALSE,1
2,60,H,FALSE,2
2,29,H,TRUE,1
2,211,H,TRUE,8
2,182,H,TRUE,7
2,154,C,FALSE,6
2,184,C,FALSE,7
2,218,H,TRUE,8
2,213,H,TRUE,8
2,369,H,FALSE,13
2,338,H,TRUE,12
2,334,H,TRUE,12
2,304,C,FALSE,11
2,335,H,TRUE,12
2,342,H,TRUE,12
2,310,C,FALSE,11
2,344,H,TRUE,12
2,339,H,TRUE,12
2,378,H,FALSE,13
2,366,H,FALSE,13
2,329,H,TRUE,11
2,300,C,FALSE,10
2,332,H,TRUE,12
2,246,H,FALSE,9
2,213,C,FALSE,8
2,59,H,TRUE,2
2,30,C,FALSE,1
2,60,H,TRUE,2
2,90,H,TRUE,3
2,94,H,TRUE,4
2,273,C,FALSE,10
2,399,H,TRUE,14
2,429,H,TRUE,15
2,369,H,TRUE,13
2,341,C,FALSE,12
2,311,H,TRUE,11
2,243,C,FALSE,9
2,310,H,TRUE,11
2,277,H,FALSE,10
2,308,H,FALSE,11
2,464,C,FALSE,16
2,248,H,TRUE,9
2,281,H,FALSE,10
2,220,H,TRUE,8
2,188,C,FALSE,7
2,219,C,FALSE,8
2,311,C,FALSE,11
2,341,H,TRUE,12
2,242,C,FALSE,9
2,271,H,TRUE,10
2,493,H,TRUE,17
2,308,C,FALSE,11
2,459,C,FALSE,16
2,525,C,FALSE,18
2,487,H,TRUE,17
2,154,H,FALSE,6
2,157,H,TRUE,6
2,184,H,TRUE,7
2,123,C,FALSE,5
2,182,H,TRUE,7
2,370,C,FALSE,13
2,303,C,FALSE,11
2,402,H,FALSE,14
2,246,H,TRUE,9
2,246,H,TRUE,9
2,244,H,FALSE,9
2,213,C,FALSE,8
2,216,C,FALSE,8
2,428,C,FALSE,15
2,376,C,FALSE,13
2,401,C,TRUE,14
2,410,H,TRUE,14
2,441,H,FALSE,15
2,309,C,FALSE,11
2,427,H,TRUE,15
2,431,H,TRUE,15
2,398,C,TRUE,14
2,372,C,FALSE,13
2,400,H,TRUE,14
2,156,H,TRUE,6
2,184,H,TRUE,7
2,182,C,TRUE,7
2,128,C,FALSE,5
2,245,C,FALSE,9
2,276,H,FALSE,10
2,308,H,FALSE,11
2,276,H,FALSE,10
2,245,C,FALSE,9
2,215,C,FALSE,8
2,249,H,TRUE,9
2,248,H,TRUE,9
2,247,H,FALSE,9
2,276,H,TRUE,10
2,339,H,TRUE,12
2,449,C,FALSE,15
2,311,H,FALSE,11
2,280,C,FALSE,10
2,239,H,TRUE,8
2,395,C,FALSE,14
2,209,H,TRUE,7
2,209,H,TRUE,7
2,181,C,FALSE,7
2,120,C,FALSE,4
2,213,H,TRUE,8
2,151,H,FALSE,6
2,184,H,FALSE,7
2,371,H,TRUE,13
2,544,C,FALSE,19
2,343,C,FALSE,12
2,369,C,FALSE,13
2,250,H,FALSE,9
2,400,H,FALSE,14
2,402,H,TRUE,14
2,216,C,FALSE,8
2,523,C,FALSE,18
2,124,H,FALSE,5
2,156,H,TRUE,6
2,153,H,TRUE,6
2,91,C,FALSE,4
2,182,C,FALSE,7
2,214,H,FALSE,8
2,301,C,FALSE,11
2,331,H,TRUE,12
2,363,H,FALSE,13
2,396,H,FALSE,14
2,363,H,FALSE,13
2,340,C,TRUE,12
2,315,C,FALSE,11
2,245,C,FALSE,9
2,275,H,TRUE,10
2,245,C,FALSE,9
2,273,H,TRUE,10
2,279,H,TRUE,10
2,301,H,TRUE,11
2,273,H,TRUE,10
2,250,C,FALSE,9
2,278,H,TRUE,10
2,306,H,TRUE,11
2,428,C,TRUE,15
2,419,C,FALSE,14
2,452,H,TRUE,16
2,480,H,TRUE,16
2,434,C,FALSE,15
2,275,C,FALSE,10
2,308,H,FALSE,11
2,303,C,FALSE,11
2,331,H,TRUE,12
2,335,H,TRUE,12
2,314,H,FALSE,11
2,281,C,FALSE,10
2,426,C,FALSE,15
2,332,C,FALSE,12
2,338,H,TRUE,12
2,308,C,FALSE,11
2,342,H,TRUE,12
2,368,H,TRUE,13
2,372,H,TRUE,13
2,399,H,TRUE,14
2,338,C,FALSE,12
2,430,H,FALSE,15
2,336,C,FALSE,12
2,460,H,FALSE,16
2,393,H,TRUE,14
2,364,H,TRUE,13
2,426,H,FALSE,15
2,521,H,TRUE,18
2,493,C,FALSE,17
2,217,C,FALSE,8
2,521,H,TRUE,18
2,460,C,FALSE,16
2,488,H,TRUE,17
2,492,H,TRUE,17
2,489,H,TRUE,17
2,517,H,TRUE,18
2,332,H,TRUE,12
2,333,H,TRUE,12
2,274,H,TRUE,10
2,246,C,FALSE,9
2,302,H,TRUE,11
2,495,H,TRUE,17
2,465,C,FALSE,16
2,121,C,FALSE,5
2,247,C,FALSE,9
2,397,C,FALSE,14
2,431,H,FALSE,15
2,459,H,TRUE,16
2,340,C,FALSE,12
2,401,H,FALSE,14
2,369,H,TRUE,13
2,369,H,TRUE,13
2,213,H,TRUE,8
2,244,H,TRUE,9
2,185,C,FALSE,7
2,216,H,TRUE,8
2,87,H,TRUE,3
2,90,H,TRUE,3
2,189,C,FALSE,7
2,121,H,FALSE,5
2,58,C,FALSE,2
2,435,C,FALSE,15
2,499,H,TRUE,17
2,470,C,FALSE,16
2,498,H,TRUE,17
2,499,H,TRUE,17
2,428,C,FALSE,15
2,437,C,FALSE,15
2,434,C,FALSE,15
2,493,H,TRUE,17
2,463,H,TRUE,16
2,463,H,TRUE,16
2,461,H,TRUE,16
2,433,C,FALSE,15
2,182,H,TRUE,7
2,214,H,TRUE,8
2,211,H,TRUE,8
2,152,C,FALSE,6
2,239,H,TRUE,8
2,388,H,TRUE,13
2,360,C,FALSE,12
2,250,C,FALSE,9
2,317,H,FALSE,11
2,283,H,FALSE,10
2,428,C,FALSE,15
2,431,C,FALSE,15
