"ID","SIZE","HH","TYPE","TIME","S_num","I_num"
1,4,1,"0",29,3,1
2,4,1,"C",329,0,0
3,4,1,"H",55,2,0
4,4,1,"C",NA,NA,0
5,3,2,"C",246,2,1
6,3,2,"H",263,1,0
7,3,2,"C",297,0,0
8,4,3,NA,NA,NA,0
9,4,3,NA,NA,NA,0
10,4,3,"C",NA,NA,0
11,4,3,"C",343,3,0
12,3,4,NA,NA,NA,0
13,3,4,NA,NA,NA,0
14,3,4,"C",329,2,0
15,4,5,NA,NA,NA,0
16,4,5,NA,NA,NA,0
17,4,5,NA,NA,NA,0
18,4,5,NA,NA,NA,0
19,4,6,NA,NA,NA,0
20,4,6,NA,NA,NA,0
21,4,6,"C",336,3,0
22,4,6,NA,NA,NA,0
23,6,7,"H",326,0,0
24,6,7,"H",336,0,0
25,6,7,"C",291,5,4
26,6,7,"H",347,0,0
27,6,7,"H",313,1,1
28,6,7,"H",327,0,0
29,6,8,NA,NA,NA,0
30,6,8,NA,NA,NA,0
31,6,8,NA,NA,NA,0
32,6,8,NA,NA,NA,0
33,6,8,"C",NA,NA,0
34,6,8,"C",362,4,0
35,3,9,NA,NA,NA,0
36,3,9,NA,NA,NA,0
37,3,9,"C",252,2,0
38,4,10,NA,NA,NA,0
39,4,10,"C",147,1,0
40,4,10,"H",174,1,0
41,4,10,"C",130,2,1
42,6,11,"H",NA,NA,0
43,6,11,"C",289,5,1
44,6,11,"H",319,4,1
45,6,11,"H",357,3,3
46,6,11,"H",NA,NA,0
47,6,11,"H",NA,NA,0
48,4,12,NA,NA,NA,0
49,4,12,NA,NA,NA,0
50,4,12,NA,NA,NA,0
51,4,12,NA,NA,NA,0
52,4,13,NA,NA,NA,0
53,4,13,NA,NA,NA,0
54,4,13,NA,NA,NA,0
55,4,13,NA,NA,NA,0
56,3,14,NA,NA,NA,0
57,3,14,"C",283,2,0
58,3,14,NA,NA,NA,0
59,6,15,"C",302,4,2
60,6,15,"H",355,1,1
61,6,15,"H",NA,NA,0
62,6,15,"H",NA,NA,0
63,6,15,"H",340,2,1
64,6,15,"C",238,5,0
65,3,16,"C",NA,NA,0
66,3,16,"H",279,1,0
67,3,16,"C",250,2,1
68,4,17,"C",133,3,0
69,4,17,"H",257,1,0
70,4,17,"C",233,2,1
71,4,17,"C",NA,NA,0
72,5,18,"H",291,2,2
73,5,18,"C",267,4,2
74,5,18,"H",293,2,0
75,5,18,"H",313,0,0
76,5,18,"H",345,0,0
77,4,19,"C",333,2,1
78,4,19,"H",359,1,0
79,4,19,NA,NA,NA,0
80,4,19,"C",335,1,0
81,4,20,"H",338,0,0
82,4,20,"C",356,0,0
83,4,20,"C",305,3,2
84,4,20,"H",362,0,0
85,6,21,"C",228,5,1
86,6,21,"H",262,4,1
87,6,21,"H",289,0,0
88,6,21,"H",308,0,0
89,6,21,"C",284,1,1
90,6,21,"C",299,0,0
91,5,22,"H",355,2,1
92,5,22,NA,NA,NA,0
93,5,22,"C",324,4,2
94,5,22,"H",NA,NA,0
95,5,22,"H",NA,NA,0
96,5,23,NA,NA,NA,0
97,5,23,NA,NA,NA,0
98,5,23,"C",NA,NA,0
99,5,23,NA,NA,NA,0
100,5,23,NA,NA,NA,0
101,3,24,NA,NA,NA,0
102,3,24,NA,NA,NA,0
103,3,24,NA,NA,NA,0
104,4,25,"H",302,1,0
105,4,25,NA,NA,NA,0
106,4,25,"C",278,3,1
107,4,25,"C",318,1,0
108,3,26,NA,NA,NA,0
109,3,26,"C",324,2,1
110,3,26,"H",344,1,0
111,6,27,"H",290,4,1
112,6,27,"C",267,5,1
113,6,27,"C",NA,NA,0
114,6,27,NA,NA,NA,0
115,6,27,NA,NA,NA,0
116,6,27,"H",306,3,0
117,3,28,"C",355,1,0
118,3,28,"C",NA,NA,0
119,3,28,NA,NA,NA,0
120,4,29,"C",NA,NA,0
121,4,29,"H",NA,NA,0
122,4,29,"C",290,3,1
123,4,29,"H",363,1,1
124,4,30,"C",268,2,1
125,4,30,"H",344,0,0
126,4,30,"H",290,0,0
127,4,30,"C",277,1,1
128,5,31,NA,NA,NA,0
129,5,31,"H",238,3,1
130,5,31,"C",202,4,1
131,5,31,NA,NA,NA,0
132,5,31,"H",281,2,0
133,4,32,"C",283,3,2
134,4,32,"H",343,0,0
135,4,32,"H",316,1,1
136,4,32,"H",318,1,0
137,5,33,"H",324,1,0
138,5,33,NA,NA,NA,0
139,5,33,"H",318,1,0
140,5,33,"C",317,1,0
141,5,33,"C",279,4,2
142,5,34,NA,NA,NA,0
143,5,34,"H",325,1,0
144,5,34,"H",315,1,0
145,5,34,"C",285,4,2
146,5,34,"H",302,2,1
147,4,35,"H",299,0,0
148,4,35,"C",256,3,2
149,4,35,"H",284,1,1
150,4,35,"H",323,0,0
151,6,36,"H",NA,NA,0
152,6,36,NA,NA,NA,0
153,6,36,"C",341,5,2
154,6,36,NA,NA,NA,0
155,6,36,"H",NA,NA,0
156,6,36,NA,NA,NA,0
157,4,37,"HC",344,0,0
158,4,37,"C",309,1,0
159,4,37,"C",300,1,0
160,4,37,"C",329,1,1
161,4,38,NA,NA,NA,0
162,4,38,NA,NA,NA,0
163,4,38,NA,NA,NA,0
164,4,38,NA,NA,NA,0
165,4,39,NA,NA,NA,0
166,4,39,"C",NA,NA,0
167,4,39,NA,NA,NA,0
168,4,39,"C",221,3,0
169,3,40,NA,NA,NA,0
170,3,40,NA,NA,NA,0
171,3,40,NA,NA,NA,0
172,6,41,NA,NA,NA,0
173,6,41,NA,NA,NA,0
174,6,41,NA,NA,NA,0
175,6,41,NA,NA,NA,0
176,6,41,NA,NA,NA,0
177,6,41,NA,NA,NA,0
178,4,42,"C",241,3,1
179,4,42,NA,NA,NA,0
180,4,42,"H",279,2,0
181,4,42,NA,NA,NA,0
182,3,43,"C",337,2,1
183,3,43,"H",361,0,0
184,3,43,"C",364,0,0
185,6,44,"C",175,5,1
186,6,44,"H",261,0,0
187,6,44,"H",211,4,3
188,6,44,"H",262,0,0
189,6,44,"H",240,0,0
190,6,44,"H",232,1,1
191,4,45,"H",NA,NA,0
192,4,45,"C",356,2,2
193,4,45,"H",NA,NA,0
194,4,45,"C",186,3,0
195,4,46,"H",NA,NA,0
196,4,46,"C",339,3,1
197,4,46,NA,NA,NA,0
198,4,46,NA,NA,NA,0
199,3,47,NA,NA,NA,0
200,3,47,"C",344,2,0
201,3,47,NA,NA,NA,0
202,5,48,"H",330,0,0
203,5,48,"H",322,0,0
204,5,48,"H",318,0,0
