"ID","SIZE","HH","TYPE","TIME","S_num","I_num"
1,5,1,"0",24,NA,0
2,5,1,NA,NA,NA,0
3,5,1,NA,NA,NA,0
4,5,1,NA,NA,NA,0
5,5,1,NA,NA,NA,0
6,6,2,"E",159,NA,0
7,6,2,NA,NA,NA,0
8,6,2,NA,NA,NA,0
9,6,2,NA,NA,NA,0
10,6,2,NA,NA,NA,0
11,6,2,NA,NA,NA,0
12,6,3,"E",304,NA,0
13,6,3,"E",287,NA,0
14,6,3,NA,NA,NA,0
15,6,3,NA,NA,NA,0
16,6,3,NA,NA,NA,0
17,6,3,NA,NA,NA,0
18,4,4,"E",357,NA,0
19,4,4,"E",105,NA,0
20,4,4,NA,NA,NA,0
21,4,4,NA,NA,NA,0
22,6,5,NA,NA,NA,0
23,6,5,NA,NA,NA,0
24,6,5,NA,NA,NA,0
25,6,5,NA,NA,NA,0
26,6,5,NA,NA,NA,0
27,6,5,NA,NA,NA,0
28,4,6,"E",152,NA,0
29,4,6,NA,NA,NA,0
30,4,6,NA,NA,NA,0
31,4,6,NA,NA,NA,0
32,3,7,"E",234,NA,0
33,3,7,NA,NA,NA,0
34,3,7,"E",265,NA,0
35,5,8,"E",NA,NA,0
36,5,8,NA,NA,NA,0
37,5,8,NA,NA,NA,0
38,5,8,"E",240,NA,0
39,5,8,NA,NA,NA,0
40,5,9,NA,NA,NA,0
41,5,9,"E",46,NA,0
42,5,9,NA,NA,NA,0
43,5,9,"E",215,NA,0
44,5,9,"E",NA,NA,0
45,5,10,NA,NA,NA,0
46,5,10,NA,NA,NA,0
47,5,10,"E",326,NA,0
48,5,10,"E",283,NA,0
49,5,10,"E",130,NA,0
50,4,11,NA,NA,NA,0
51,4,11,"E",45,NA,0
52,4,11,"E",351,NA,0
53,4,11,NA,NA,NA,0
54,4,12,"E",50,NA,0
55,4,12,"E",254,NA,0
56,4,12,NA,NA,NA,0
57,4,12,"E",NA,NA,0
58,6,13,"E",303,NA,0
59,6,13,"E",246,NA,0
60,6,13,NA,NA,NA,0
61,6,13,"E",191,NA,0
62,6,13,"E",158,NA,0
63,6,13,NA,NA,NA,0
64,3,14,"E",151,NA,0
65,3,14,NA,NA,NA,0
66,3,14,NA,NA,NA,0
67,3,15,NA,NA,NA,0
68,3,15,NA,NA,NA,0
69,3,15,NA,NA,NA,0
70,6,16,"E",115,NA,0
71,6,16,NA,NA,NA,0
72,6,16,NA,NA,NA,0
73,6,16,NA,NA,NA,0
74,6,16,NA,NA,NA,0
