"","V1","V2","V3"
"1",0.351851851851852,0.148148148148148,0.0400868423522275
"2",0.403508771929825,0.315789473684211,0.0923564888713276
"3",0.526315789473684,0.271929824561404,0.0653949383511331
"4",0.428571428571429,0.202380952380952,0.050946534512374
"5",0.440366972477064,0.174311926605505,0.0452462630890435
"6",0.460526315789474,0.118421052631579,0.0665696590005077
"7",0.438202247191011,0.179775280898876,0.0684285787573099
"8",0.426966292134831,0.247191011235955,0.058101390491234
"9",0.415584415584416,0.402597402597403,0.0473253919290209
"10",0.474747474747475,0.292929292929293,0.0521757676258677
"11",0.536764705882353,0.176470588235294,0.0660921781335644
"12",0.390625,0.109375,0.106305621731434
"13",0.361111111111111,0.194444444444444,0.0439975168210389
"14",0.478723404255319,0.234042553191489,0.0787729176218867
"15",0.427083333333333,0.260416666666667,0.0671152583649741
"16",0.477272727272727,0.227272727272727,0.0739810318935511
"17",0.51,0.28,0.0762307679415086
"18",0.438356164383562,0.150684931506849,0.0791316093804246
"19",0.481818181818182,0.354545454545455,0.0496709379599506
"20",0.444444444444444,0.212962962962963,0.057521177810462
"21",0.456310679611651,0.242718446601942,0.0523889944784078
"22",0.485714285714286,0.276190476190476,0.0586496435129701
"23",0.444444444444444,0.234567901234568,0.0478170947760143
"24",0.468085106382979,0.0851063829787234,0.06552829186985
"25",0.528846153846154,0.298076923076923,0.06354517211369
"26",0.373493975903614,0.265060240963855,0.0428911749504549
"27",0.45360824742268,0.237113402061856,0.0728349402783673
"28",0.371794871794872,0.243589743589744,0.0569336236155964
"29",0.383561643835616,0.150684931506849,0.101866391790842
"30",0.407766990291262,0.252427184466019,0.0571193977138742
"31",0.419753086419753,0.234567901234568,0.069465528068432
"32",0.415841584158416,0.356435643564356,0.0634437637101977
"33",0.342465753424658,0.150684931506849,0.0632726050186767
"34",0.446808510638298,0.148936170212766,0.0532802672109388
"35",0.435643564356436,0.207920792079208,0.0381327093251798
"36",0.404255319148936,0.202127659574468,0.0536353190927049
"37",0.404761904761905,0.321428571428571,0.0445574449246974
"38",0.397058823529412,0.176470588235294,0.108371352434385
"39",0.477064220183486,0.146788990825688,0.0653852771236844
"40",0.375,0.225,0.0474967235061596
"41",0.5,0.087719298245614,0.0719354518256556
"42",0.534351145038168,0.183206106870229,0.0577004378781653
"43",0.466019417475728,0.242718446601942,0.0569472658843276
"44",0.431578947368421,0.168421052631579,0.0722488654908876
"45",0.441558441558442,0.181818181818182,0.0959320169856466
"46",0.421875,0.125,0.0892090390167828
"47",0.428571428571429,0.392857142857143,0.0684813873454573
"48",0.5,0.153061224489796,0.0735746638787481
"49",0.423913043478261,0.184782608695652,0.0867015288158778
"50",0.43956043956044,0.131868131868132,0.0743088506365515
"51",0.5,0.36734693877551,0.0538648488521284
"52",0.443181818181818,0.125,0.076160448601542
"53",0.439252336448598,0.177570093457944,0.0519909307278636
"54",0.514563106796116,0.184466019417476,0.0804932726458183
"55",0.41025641025641,0.205128205128205,0.044080953167345
"56",0.45679012345679,0.271604938271605,0.0726014061842536
"57",0.380952380952381,0.178571428571429,0.0709578861391905
"58",0.423423423423423,0.144144144144144,0.0547920050990712
"59",0.373333333333333,0.346666666666667,0.0643277143626416
"60",0.4,0.122222222222222,0.0551436541711583
"61",0.512820512820513,0.333333333333333,0.0593187510564484
"62",0.356164383561644,0.301369863013699,0.0752501684019271
"63",0.378947368421053,0.368421052631579,0.0619732263730718
"64",0.4125,0.15,0.085498073141464
"65",0.465909090909091,0.227272727272727,0.0741700330464661
"66",0.394366197183099,0.338028169014085,0.0727648469744502
"67",0.434782608695652,0.27536231884058,0.065964616529362
"68",0.321428571428571,0.285714285714286,0.0650667564483813
"69",0.449438202247191,0.348314606741573,0.0851324519520827
"70",0.391891891891892,0.202702702702703,0.0619380031888095
"71",0.424657534246575,0.205479452054795,0.0489463657602137
"72",0.445544554455446,0.168316831683168,0.0619849603650419
"73",0.564102564102564,0.205128205128205,0.0705940549937953
"74",0.531914893617021,0.0957446808510638,0.0543480060689743
"75",0.424657534246575,0.301369863013699,0.0604262438308724
"76",0.5,0.269230769230769,0.0968957534053861
"77",0.421052631578947,0.157894736842105,0.0471118190338023
"78",0.526315789473684,0.315789473684211,0.0627496426774612
"79",0.406593406593407,0.252747252747253,0.0698034786199172
"80",0.438095238095238,0.276190476190476,0.0495008408853964
"81",0.42156862745098,0.225490196078431,0.062757738481026
"82",0.382022471910112,0.235955056179775,0.0663514352967799
"83",0.470588235294118,0.166666666666667,0.0800587756920417
"84",0.484848484848485,0.151515151515152,0.049968851932166
