i,time,Type,has_hh,month
1,1,NA,FALSE,1
1,245,H,TRUE,9
1,217,C,FALSE,8
1,156,H,TRUE,6
1,89,C,FALSE,3
1,122,H,TRUE,5
1,123,H,TRUE,5
1,248,H,TRUE,9
1,214,H,TRUE,8
1,181,C,FALSE,7
1,209,H,TRUE,7
1,91,H,TRUE,4
1,88,H,TRUE,3
1,58,H,TRUE,2
1,58,H,TRUE,2
1,30,C,FALSE,1
1,64,C,FALSE,3
1,183,C,FALSE,7
1,211,C,FALSE,8
1,272,H,TRUE,10
1,243,H,TRUE,9
1,243,H,TRUE,9
1,153,C,FALSE,6
1,185,H,TRUE,7
1,183,H,TRUE,7
1,120,C,FALSE,4
1,305,C,FALSE,11
1,244,C,FALSE,9
1,216,C,FALSE,8
1,245,H,TRUE,9
1,247,H,TRUE,9
1,217,C,FALSE,8
1,243,C,FALSE,9
1,219,H,TRUE,8
1,213,H,TRUE,8
1,185,C,FALSE,7
1,213,H,TRUE,8
1,243,H,TRUE,9
1,184,C,FALSE,7
2,1,NA,FALSE,1
3,1,NA,FALSE,1
3,99,H,TRUE,4
3,67,C,FALSE,3
3,130,H,TRUE,5
3,101,H,TRUE,4
3,127,H,TRUE,5
3,34,C,FALSE,2
3,95,H,TRUE,4
3,64,H,TRUE,3
3,131,H,TRUE,5
3,97,C,FALSE,4
4,1,NA,FALSE,1
5,1,NA,FALSE,1
5,116,C,FALSE,4
5,60,C,FALSE,2
5,58,H,TRUE,2
5,30,C,FALSE,1
5,88,H,TRUE,3
5,92,C,FALSE,4
5,34,C,FALSE,2
5,29,C,FALSE,1
6,1,NA,FALSE,1
6,154,C,FALSE,6
6,182,H,TRUE,7
6,184,H,TRUE,7
6,215,H,TRUE,8
6,338,H,TRUE,12
6,306,H,TRUE,11
6,278,C,FALSE,10
6,308,H,TRUE,11
6,339,C,FALSE,12
6,187,C,FALSE,7
6,219,H,TRUE,8
6,342,C,FALSE,12
6,96,C,FALSE,4
6,248,C,FALSE,9
6,341,C,FALSE,12
6,158,C,FALSE,6
6,334,H,TRUE,12
