i,time,Type,has_hh,month
1,1,NA,FALSE,1
2,1,NA,FALSE,1
2,34,H,TRUE,2
3,1,NA,FALSE,1
3,35,H,TRUE,2
3,63,H,TRUE,3
3,33,H,TRUE,2
4,1,NA,FALSE,1
4,61,H,TRUE,3
4,61,H,TRUE,3
4,60,H,TRUE,2
4,29,H,TRUE,1
4,187,H,TRUE,7
4,122,H,TRUE,5
4,153,H,TRUE,6
4,90,H,TRUE,3
4,62,C,FALSE,3
5,1,NA,FALSE,1
5,64,H,TRUE,3
5,32,H,TRUE,2
5,30,H,TRUE,1
5,64,C,FALSE,3
6,1,NA,FALSE,1
6,29,H,TRUE,1
6,57,H,TRUE,2
6,58,H,TRUE,2
6,29,H,TRUE,1
6,329,H,TRUE,11
6,236,C,FALSE,8
6,269,H,TRUE,9
6,301,H,TRUE,11
6,358,H,TRUE,12
6,363,H,TRUE,13
6,334,H,TRUE,12
6,300,C,FALSE,10
6,359,H,TRUE,12
6,357,H,TRUE,12
6,329,C,FALSE,11
6,357,H,TRUE,12
6,364,H,TRUE,13
6,302,C,FALSE,11
6,332,H,TRUE,12
6,125,H,TRUE,5
6,120,H,TRUE,4
6,91,H,TRUE,4
6,57,C,FALSE,2
6,358,C,FALSE,12
6,208,H,TRUE,7
6,180,C,FALSE,6
6,237,H,TRUE,8
6,270,H,TRUE,9
6,57,C,FALSE,2
6,85,H,TRUE,3
6,90,H,TRUE,3
6,115,H,TRUE,4
6,149,H,TRUE,5
7,1,NA,FALSE,1
7,33,H,TRUE,2
7,64,C,FALSE,3
7,97,H,TRUE,4
7,93,H,TRUE,4
7,153,H,TRUE,6
7,125,C,FALSE,5
8,1,NA,FALSE,1
8,30,H,TRUE,1
8,58,H,TRUE,2
8,60,H,TRUE,2
8,87,H,TRUE,3
8,358,H,TRUE,12
8,329,C,FALSE,11
8,361,H,TRUE,13
8,339,H,TRUE,12
8,343,H,TRUE,12
8,309,C,FALSE,11
8,341,H,TRUE,12
8,363,H,TRUE,13
8,338,C,FALSE,12
8,335,C,FALSE,12
8,339,H,TRUE,12
8,305,C,FALSE,11
8,338,H,TRUE,12
8,274,C,FALSE,10
8,307,H,TRUE,11
8,335,C,FALSE,12
8,333,C,FALSE,12
8,336,C,FALSE,12
8,341,C,FALSE,12
8,359,C,FALSE,12
8,306,C,FALSE,11
8,274,H,TRUE,10
8,340,H,TRUE,12
8,246,H,TRUE,9
8,308,H,TRUE,11
8,214,C,FALSE,8
8,330,H,TRUE,11
8,300,C,FALSE,10
8,342,C,TRUE,12
8,309,C,FALSE,11
8,338,H,TRUE,12
8,339,H,TRUE,12
8,307,C,FALSE,11
8,182,C,FALSE,7
8,214,H,TRUE,8
8,211,H,TRUE,8
8,211,H,TRUE,8
8,244,H,TRUE,9
8,210,C,FALSE,7
8,266,H,TRUE,9
8,238,H,TRUE,8
8,269,H,TRUE,9
8,208,C,FALSE,7
8,240,H,TRUE,8
8,363,C,FALSE,13
8,308,H,TRUE,11
8,245,C,FALSE,9
8,309,H,TRUE,11
8,278,H,TRUE,10
8,309,H,TRUE,11
8,239,C,FALSE,8
8,273,H,TRUE,10
8,272,H,TRUE,10
8,306,H,TRUE,11
8,330,H,TRUE,11
8,268,C,FALSE,9
8,300,H,TRUE,10
8,299,H,TRUE,10
8,337,C,FALSE,12
8,337,H,TRUE,12
8,333,H,TRUE,12
8,305,C,FALSE,11
8,339,H,TRUE,12
8,333,H,TRUE,12
8,300,H,TRUE,10
8,243,C,FALSE,9
8,272,H,TRUE,10
8,273,H,TRUE,10
8,271,H,TRUE,10
8,118,C,FALSE,4
8,150,H,TRUE,5
8,212,H,TRUE,8
8,146,H,TRUE,5
8,180,H,TRUE,6
8,180,H,TRUE,6
8,178,H,TRUE,6
8,149,C,FALSE,5
8,210,H,TRUE,7
8,176,H,TRUE,6
8,180,H,TRUE,6
8,181,H,TRUE,7
8,176,H,TRUE,6
8,148,C,FALSE,5
8,295,C,FALSE,10
8,152,C,FALSE,6
8,208,H,TRUE,7
8,180,H,TRUE,6
8,268,H,TRUE,9
8,240,H,TRUE,8
8,337,C,FALSE,12
8,210,C,FALSE,7
8,273,H,TRUE,10
8,272,H,TRUE,10
8,244,H,TRUE,9
8,364,C,FALSE,13
8,236,C,FALSE,8
8,269,H,TRUE,9
8,241,C,FALSE,9
8,273,H,TRUE,10
8,275,H,TRUE,10
8,299,H,TRUE,10
8,340,C,FALSE,12
8,302,H,TRUE,11
8,238,C,FALSE,8
8,271,H,TRUE,10
8,334,H,TRUE,12
8,300,H,TRUE,10
8,215,C,FALSE,8
8,120,C,FALSE,4
8,333,H,TRUE,12
8,304,H,TRUE,11
8,276,C,FALSE,10
8,362,H,TRUE,13
8,333,H,TRUE,12
8,361,C,FALSE,13
8,338,C,FALSE,12
8,208,H,TRUE,7
8,210,H,TRUE,7
8,240,H,TRUE,8
8,152,C,FALSE,6
8,180,H,TRUE,6
8,242,C,FALSE,9
8,270,H,TRUE,9
8,306,H,TRUE,11
8,302,H,TRUE,11
8,276,H,TRUE,10
8,343,H,TRUE,12
8,276,C,FALSE,10
8,310,H,TRUE,11
8,362,C,FALSE,13
8,122,H,TRUE,5
8,154,H,TRUE,6
8,119,H,TRUE,4
8,120,H,TRUE,4
8,90,C,FALSE,3
9,1,NA,FALSE,1
9,33,H,TRUE,2
9,35,H,TRUE,2
9,64,H,TRUE,3
9,64,H,TRUE,3
9,238,H,TRUE,8
9,268,H,TRUE,9
9,181,C,FALSE,7
9,271,H,TRUE,10
9,209,H,TRUE,7
9,357,H,TRUE,12
9,326,C,FALSE,11
9,360,H,TRUE,12
9,358,H,TRUE,12
9,328,C,FALSE,11
9,150,H,TRUE,5
9,120,H,TRUE,4
9,92,C,FALSE,4
9,153,H,TRUE,6
9,149,H,TRUE,5
9,267,C,FALSE,9
