i,time,HHsize,HH,Type,has_hh,month
3,240,5,114,H,TRUE,8
3,357,6,117,H,TRUE,12
3,295,6,117,H,TRUE,10
3,359,6,117,H,TRUE,12
3,328,6,117,H,TRUE,11
3,262,6,117,C,FALSE,9
3,336,6,123,C,TRUE,12
3,325,6,123,C,FALSE,11
3,356,6,123,H,TRUE,12
3,359,6,123,H,TRUE,12
3,64,4,124,H,TRUE,3
3,93,4,124,H,TRUE,4
3,34,4,124,C,FALSE,2
3,66,4,124,H,TRUE,3
3,202,5,129,C,FALSE,7
3,235,5,129,H,TRUE,8
3,297,5,130,C,FALSE,10
3,358,5,130,H,TRUE,12
3,329,5,130,H,TRUE,11
3,357,5,130,H,TRUE,12
3,356,6,136,C,FALSE,12
3,300,6,138,C,FALSE,10
3,324,4,139,C,FALSE,11
3,355,4,139,H,TRUE,12
3,237,5,141,H,TRUE,8
3,144,5,141,C,FALSE,5
3,171,5,141,H,TRUE,6
3,204,5,141,H,TRUE,7
3,176,5,141,H,TRUE,6
3,320,4,147,H,TRUE,11
3,262,4,147,C,FALSE,9
3,292,4,147,H,TRUE,10
3,292,4,147,H,TRUE,10
3,291,3,149,H,TRUE,10
3,267,3,149,C,FALSE,9
3,173,4,151,H,TRUE,6
3,146,4,151,C,FALSE,5
3,181,4,151,H,TRUE,7
3,176,4,151,H,TRUE,6
3,364,3,153,C,FALSE,13
3,328,6,158,C,FALSE,11
3,360,6,158,H,TRUE,12
3,331,6,158,C,FALSE,12
3,361,6,158,H,TRUE,13
3,269,6,169,C,FALSE,9
3,326,6,169,H,TRUE,11
3,294,6,169,H,TRUE,10
3,295,5,171,H,TRUE,10
3,259,5,171,H,TRUE,9
3,269,5,171,H,TRUE,9
3,264,5,171,H,TRUE,9
3,233,5,171,C,FALSE,8
3,235,4,172,H,TRUE,8
3,205,4,172,C,FALSE,7
3,238,4,172,H,TRUE,8
3,266,4,172,H,TRUE,9
3,143,5,173,C,FALSE,5
3,202,5,173,H,TRUE,7
3,173,5,173,H,TRUE,6
3,204,5,173,H,TRUE,7
3,170,5,173,H,TRUE,6
3,289,6,177,H,TRUE,10
3,293,6,177,H,TRUE,10
3,297,6,177,H,TRUE,10
3,260,6,177,C,FALSE,9
3,322,6,177,H,TRUE,11
3,294,6,177,H,TRUE,10
3,359,6,180,C,FALSE,12
3,233,4,186,H,TRUE,8
3,238,4,186,H,TRUE,8
3,204,4,186,C,FALSE,7
3,237,4,186,H,TRUE,8
3,357,4,187,C,FALSE,12
3,233,4,191,H,TRUE,8
3,204,4,191,C,FALSE,7
3,261,4,191,H,TRUE,9
3,230,4,191,H,TRUE,8
3,264,5,205,C,FALSE,9
3,294,5,205,H,TRUE,10
3,327,5,205,H,TRUE,11
3,295,5,205,H,TRUE,10
3,266,5,205,C,FALSE,9
3,328,4,206,H,TRUE,11
3,326,4,206,H,TRUE,11
3,325,4,206,H,TRUE,11
3,293,4,206,C,FALSE,10
3,323,6,215,H,TRUE,11
3,266,6,215,C,FALSE,9
3,295,6,215,H,TRUE,10
3,330,3,222,H,TRUE,11
3,302,3,222,C,FALSE,11
4,1,3,1,NA,FALSE,1
5,1,5,1,NA,FALSE,1
5,34,5,1,H,TRUE,2
5,30,5,1,H,TRUE,1
5,30,5,1,H,TRUE,1
5,333,4,4,C,FALSE,12
5,219,6,5,H,TRUE,8
5,159,6,5,C,FALSE,6
5,188,6,5,H,TRUE,7
5,336,5,7,H,TRUE,12
5,336,5,7,H,TRUE,12
5,309,5,7,C,FALSE,11
5,273,6,13,H,TRUE,10
5,246,6,13,C,FALSE,9
5,302,6,13,H,TRUE,11
5,307,6,13,H,TRUE,11
5,158,3,14,C,FALSE,6
5,218,3,14,H,TRUE,8
5,188,3,14,H,TRUE,7
5,248,3,23,H,TRUE,9
5,221,3,23,C,FALSE,8
5,252,3,23,H,TRUE,9
5,345,6,25,C,FALSE,12
5,355,5,28,H,TRUE,12
5,287,5,28,C,FALSE,10
5,319,5,28,H,TRUE,11
5,347,5,28,H,TRUE,12
5,337,4,33,H,TRUE,12
5,341,4,33,H,TRUE,12
5,277,4,33,C,FALSE,10
5,309,4,33,H,TRUE,11
5,186,6,34,H,TRUE,7
5,221,6,34,H,TRUE,8
5,221,6,34,H,TRUE,8
5,157,6,34,C,FALSE,6
5,244,4,35,H,TRUE,9
5,243,4,35,H,TRUE,9
5,215,4,35,C,FALSE,8
5,277,4,35,H,TRUE,10
5,348,4,39,H,TRUE,12
5,338,4,39,H,TRUE,12
5,313,4,39,C,FALSE,11
5,343,4,39,H,TRUE,12
5,219,5,41,C,FALSE,8
5,353,5,42,H,TRUE,12
5,322,5,42,C,FALSE,11
5,352,5,42,H,TRUE,12
5,353,5,42,H,TRUE,12
5,283,5,43,C,FALSE,10
5,316,5,43,H,TRUE,11
5,350,5,43,H,TRUE,12
5,185,5,46,C,FALSE,7
5,237,5,46,H,TRUE,8
5,209,5,46,H,TRUE,7
5,245,6,51,H,TRUE,9
5,278,6,51,H,TRUE,10
5,278,6,51,H,TRUE,10
5,245,6,51,H,TRUE,9
5,216,6,51,C,FALSE,8
5,270,6,51,H,TRUE,9
5,305,6,52,C,FALSE,11
5,336,6,52,H,TRUE,12
5,61,6,56,H,TRUE,3
5,32,6,56,C,FALSE,2
5,96,6,56,H,TRUE,4
5,126,6,56,H,TRUE,5
5,95,6,56,H,TRUE,4
5,319,3,57,C,FALSE,11
5,345,3,57,H,TRUE,12
5,350,3,57,H,TRUE,12
5,154,6,59,H,TRUE,6
5,125,6,59,H,TRUE,5
5,129,6,59,H,TRUE,5
5,93,6,59,C,FALSE,4
5,154,6,59,H,TRUE,6
5,157,6,59,H,TRUE,6
5,220,3,63,H,TRUE,8
5,190,3,63,C,FALSE,7
5,224,3,63,H,TRUE,8
5,346,4,71,C,FALSE,12
5,344,5,78,C,FALSE,12
5,288,3,79,H,TRUE,10
5,257,3,79,C,FALSE,9
5,126,6,80,C,FALSE,5
5,191,6,80,H,TRUE,7
5,218,6,80,H,TRUE,8
5,192,6,80,H,TRUE,7
5,160,6,80,H,TRUE,6
5,350,4,89,C,FALSE,12
5,248,4,90,C,FALSE,9
5,279,4,90,H,TRUE,10
5,277,4,90,H,TRUE,10
5,278,4,90,H,TRUE,10
5,217,6,95,H,TRUE,8
5,186,6,95,H,TRUE,7
5,153,6,95,C,FALSE,6
5,189,4,97,C,FALSE,7
5,251,4,101,H,TRUE,9
5,222,4,101,C,FALSE,8
5,336,3,105,C,FALSE,12
5,362,3,105,H,TRUE,13
5,344,3,106,H,TRUE,12
5,310,3,106,C,FALSE,11
5,348,5,107,C,FALSE,12
5,318,6,109,C,FALSE,11
5,349,6,109,H,TRUE,12
5,218,3,120,C,FALSE,8
5,249,3,120,H,TRUE,9
5,248,3,120,H,TRUE,9
5,346,5,122,H,TRUE,12
5,317,5,122,C,FALSE,11
5,286,5,134,C,FALSE,10
5,64,5,137,C,FALSE,3
5,341,5,141,C,FALSE,12
5,302,6,146,H,TRUE,11
5,240,6,146,C,FALSE,8
5,272,6,146,H,TRUE,10
5,191,4,149,C,FALSE,7
5,226,4,149,H,TRUE,8
5,259,4,149,H,TRUE,9
5,158,4,152,C,FALSE,6
5,190,4,152,H,TRUE,7
5,186,4,152,H,TRUE,7
5,186,4,152,H,TRUE,7
5,251,5,159,C,FALSE,9
5,213,4,161,H,TRUE,8
5,154,4,161,C,FALSE,6
5,216,4,161,H,TRUE,8
5,185,4,161,H,TRUE,7
5,350,3,162,C,FALSE,12
5,187,3,164,H,TRUE,7
5,187,3,164,H,TRUE,7
5,157,3,164,C,FALSE,6
5,280,3,171,H,TRUE,10
5,281,3,171,H,TRUE,10
5,252,3,171,C,FALSE,9
5,214,3,172,C,TRUE,8
5,213,3,172,H,TRUE,8
5,180,3,172,C,FALSE,6
5,281,5,173,H,TRUE,10
5,314,5,173,H,TRUE,11
5,311,5,173,H,TRUE,11
5,282,5,173,H,TRUE,10
5,253,5,173,C,FALSE,9
5,224,6,175,C,FALSE,8
5,259,6,175,H,TRUE,9
5,255,6,175,H,TRUE,9
5,284,6,175,H,TRUE,10
5,286,6,175,H,TRUE,10
5,254,6,175,H,TRUE,9
5,315,3,178,C,FALSE,11
5,349,3,178,H,TRUE,12
5,252,6,179,H,TRUE,9
5,219,6,179,H,TRUE,8
5,187,6,179,C,FALSE,7
5,221,6,179,H,TRUE,8
5,346,6,184,C,FALSE,12
5,350,5,187,C,FALSE,12
5,305,5,188,C,TRUE,11
5,309,5,188,H,TRUE,11
5,310,5,188,H,TRUE,11
5,279,5,188,C,FALSE,10
5,313,5,188,H,TRUE,11
5,282,6,196,H,TRUE,10
5,278,6,196,H,TRUE,10
5,249,6,196,H,TRUE,9
5,312,6,196,H,TRUE,11
5,219,6,196,C,FALSE,8
5,339,6,196,H,TRUE,12
5,316,4,199,C,FALSE,11
5,339,6,200,H,TRUE,12
5,311,6,200,H,TRUE,11
5,281,6,200,C,FALSE,10
5,340,6,200,H,TRUE,12
5,342,6,200,H,TRUE,12
5,351,6,201,H,TRUE,12
5,314,6,201,C,FALSE,11
5,338,6,201,H,TRUE,12
5,126,5,205,C,FALSE,5
5,158,5,205,H,TRUE,6
5,197,5,205,H,TRUE,7
5,159,5,205,H,TRUE,6
5,348,6,207,H,TRUE,12
5,315,6,207,C,FALSE,11
5,185,4,211,H,TRUE,7
5,122,4,211,C,FALSE,5
5,217,4,211,H,TRUE,8
5,155,4,211,H,TRUE,6
5,344,6,213,C,FALSE,12
5,312,3,215,C,FALSE,11
5,343,3,215,H,TRUE,12
5,284,6,218,H,TRUE,10
5,254,6,218,H,TRUE,9
5,194,6,218,C,FALSE,7
5,222,6,218,H,TRUE,8
6,1,5,1,NA,FALSE,1
6,35,5,1,H,TRUE,2
6,129,6,98,H,TRUE,5
6,187,6,98,H,TRUE,7
6,192,6,98,H,TRUE,7
6,98,6,98,C,FALSE,4
6,164,6,98,H,TRUE,6
6,157,6,98,H,TRUE,6
6,67,3,205,C,FALSE,3
6,93,3,205,H,TRUE,4
6,96,3,205,H,TRUE,4
7,1,6,1,NA,FALSE,1
7,34,6,1,H,TRUE,2
7,88,6,1,H,TRUE,3
7,36,6,1,H,TRUE,2
7,28,6,1,H,TRUE,1
7,61,6,1,H,TRUE,3
7,363,6,3,H,TRUE,13
7,304,6,3,C,FALSE,11
7,327,6,3,H,TRUE,11
7,316,3,4,H,TRUE,11
7,315,3,4,H,TRUE,11
7,282,3,4,C,FALSE,10
7,362,4,7,H,TRUE,13
7,334,4,7,H,TRUE,12
7,308,4,7,C,FALSE,11
7,215,5,8,C,TRUE,8
7,218,5,8,H,TRUE,8
7,221,5,8,H,TRUE,8
7,189,5,8,C,FALSE,7
7,217,5,8,H,TRUE,8
7,305,3,9,C,FALSE,11
7,361,3,9,H,TRUE,13
7,331,3,9,H,TRUE,12
7,195,5,10,H,TRUE,7
7,164,5,10,H,TRUE,6
7,128,5,10,H,TRUE,5
7,92,5,10,C,FALSE,4
7,191,5,10,H,TRUE,7
7,310,3,11,C,TRUE,11
7,290,3,11,C,FALSE,10
7,340,3,11,H,TRUE,12
7,309,5,13,H,TRUE,11
7,280,5,13,H,TRUE,10
7,282,5,13,H,TRUE,10
7,246,5,13,C,FALSE,9
7,144,5,14,H,TRUE,5
7,147,5,14,C,TRUE,5
7,117,5,14,C,FALSE,4
7,178,5,14,H,TRUE,6
7,207,6,17,C,FALSE,7
7,294,6,17,H,TRUE,10
7,264,6,17,H,TRUE,9
7,290,6,17,H,TRUE,10
7,233,6,17,H,TRUE,8
7,347,6,17,C,FALSE,12
7,277,4,18,C,FALSE,10
7,337,4,18,H,TRUE,12
7,305,4,18,H,TRUE,11
7,311,4,18,H,TRUE,11
7,324,5,20,C,FALSE,11
7,357,5,20,H,TRUE,12
7,354,5,20,H,TRUE,12
7,204,5,21,H,TRUE,7
7,144,5,21,C,FALSE,5
7,176,5,21,H,TRUE,6
7,237,5,21,H,TRUE,8
7,208,5,21,H,TRUE,7
7,339,4,31,C,FALSE,12
7,346,4,31,C,FALSE,12
7,232,6,32,C,FALSE,8
7,265,6,32,H,TRUE,9
7,263,6,32,H,TRUE,9
7,261,6,32,H,TRUE,9
7,262,6,32,H,TRUE,9
7,292,6,32,H,TRUE,10
7,331,6,35,H,TRUE,12
7,305,6,35,C,FALSE,11
7,341,6,35,H,TRUE,12
7,317,5,38,H,TRUE,11
7,339,5,38,C,TRUE,12
7,285,5,38,C,FALSE,10
7,348,5,38,H,TRUE,12
7,314,5,38,H,TRUE,11
7,352,3,41,C,FALSE,12
7,278,3,44,C,FALSE,10
7,311,3,44,H,TRUE,11
7,307,3,44,H,TRUE,11
7,346,4,45,C,FALSE,12
7,350,5,46,H,TRUE,12
7,357,5,46,H,TRUE,12
7,322,5,46,C,FALSE,11
7,84,5,48,C,FALSE,3
7,178,4,49,H,TRUE,6
7,121,4,49,H,TRUE,5
7,89,4,49,C,FALSE,3
7,150,4,49,H,TRUE,5
7,344,6,51,H,TRUE,12
7,315,6,51,H,TRUE,11
7,314,6,51,H,TRUE,11
7,346,6,51,H,TRUE,12
7,283,6,51,C,FALSE,10
7,329,4,52,C,TRUE,11
7,295,4,52,C,FALSE,10
7,322,4,52,H,TRUE,11
7,246,4,53,H,TRUE,9
7,180,4,53,C,FALSE,6
7,214,4,53,H,TRUE,8
7,210,4,53,H,TRUE,7
7,273,5,55,C,FALSE,10
7,336,5,55,H,TRUE,12
7,363,5,55,H,TRUE,13
7,324,5,55,H,TRUE,11
7,304,5,55,H,TRUE,11
7,285,4,56,C,FALSE,10
7,316,4,56,H,TRUE,11
7,315,4,56,H,TRUE,11
7,317,4,56,C,TRUE,11
7,238,4,57,C,FALSE,8
7,351,4,58,H,TRUE,12
7,355,4,58,H,TRUE,12
7,322,4,58,C,FALSE,11
7,351,3,59,C,FALSE,12
7,352,4,60,H,TRUE,12
7,320,4,60,C,FALSE,11
7,165,4,61,H,TRUE,6
7,195,4,61,H,TRUE,7
7,165,4,61,H,TRUE,6
7,128,4,61,C,FALSE,5
7,319,4,62,C,FALSE,11
7,347,4,62,H,TRUE,12
7,350,4,62,H,TRUE,12
7,345,6,65,C,FALSE,12
7,118,5,66,H,TRUE,4
7,86,5,66,C,FALSE,3
7,113,5,66,H,TRUE,4
7,191,5,67,C,FALSE,7
7,256,5,67,H,TRUE,9
7,225,5,67,H,TRUE,8
7,316,5,70,H,TRUE,11
7,320,5,70,C,TRUE,11
7,288,5,70,C,FALSE,10
7,315,5,70,H,TRUE,11
7,323,5,70,H,TRUE,11
7,267,5,71,H,TRUE,9
7,299,5,71,H,TRUE,10
7,267,5,71,H,TRUE,9
7,331,5,71,H,TRUE,12
7,236,5,71,C,FALSE,8
7,350,3,72,C,FALSE,12
7,311,6,74,H,TRUE,11
7,247,6,74,C,FALSE,9
7,281,6,74,H,TRUE,10
7,275,6,75,H,TRUE,10
7,273,6,75,H,TRUE,10
7,214,6,75,C,FALSE,8
7,274,6,75,H,TRUE,10
7,240,6,75,H,TRUE,8
7,244,6,75,H,TRUE,9
7,290,6,78,H,TRUE,10
7,259,6,78,C,FALSE,9
7,357,6,78,C,FALSE,12
7,147,4,80,C,FALSE,5
7,179,4,80,H,TRUE,6
7,176,4,80,H,TRUE,6
7,181,4,80,H,TRUE,7
7,352,5,81,C,FALSE,12
7,176,4,82,H,TRUE,6
7,151,4,82,C,FALSE,6
7,217,4,82,H,TRUE,8
7,184,4,82,H,TRUE,7
7,361,3,84,C,FALSE,13
7,214,6,86,H,TRUE,8
7,186,6,86,H,TRUE,7
7,240,6,86,H,TRUE,8
7,153,6,86,C,FALSE,6
7,348,6,87,C,FALSE,12
7,349,6,89,H,TRUE,12
7,317,6,89,C,FALSE,11
7,319,3,90,C,FALSE,11
7,319,3,90,C,FALSE,11
7,348,3,90,C,TRUE,12
7,273,6,93,H,TRUE,10
7,216,6,93,C,FALSE,8
7,277,6,93,H,TRUE,10
7,245,6,93,H,TRUE,9
7,298,6,93,H,TRUE,10
7,244,6,93,H,TRUE,9
7,122,6,94,H,TRUE,5
7,92,6,94,C,FALSE,4
7,158,6,94,H,TRUE,6
7,122,6,94,H,TRUE,5
7,156,6,94,H,TRUE,6
7,126,6,94,H,TRUE,5
7,241,6,95,C,FALSE,9
7,337,6,95,H,TRUE,12
7,310,6,95,C,FALSE,11
7,355,6,95,C,TRUE,12
7,327,4,99,H,TRUE,11
7,336,4,99,H,TRUE,12
7,300,4,99,C,FALSE,10
7,320,5,100,C,FALSE,11
7,348,5,100,H,TRUE,12
7,302,5,104,H,TRUE,11
7,334,5,104,H,TRUE,12
7,276,5,104,C,FALSE,10
7,308,5,104,H,TRUE,11
7,313,5,104,C,TRUE,11
7,268,5,105,C,FALSE,9
7,301,5,105,H,TRUE,11
7,327,5,105,C,TRUE,11
7,339,3,106,C,FALSE,12
7,363,4,107,H,TRUE,13
7,307,4,107,C,FALSE,11
7,335,4,107,H,TRUE,12
7,215,4,108,C,FALSE,8
7,351,3,112,C,FALSE,12
7,332,3,113,C,TRUE,12
7,313,3,113,C,FALSE,11
7,337,3,113,H,TRUE,12
7,214,4,114,C,FALSE,8
7,243,4,114,H,TRUE,9
7,243,4,114,H,TRUE,9
7,243,4,114,H,TRUE,9
7,246,4,119,C,FALSE,9
7,327,3,120,H,TRUE,11
7,337,3,120,H,TRUE,12
7,302,3,120,C,FALSE,11
7,305,5,123,H,TRUE,11
7,306,5,123,H,TRUE,11
7,335,5,123,H,TRUE,12
7,245,5,123,C,FALSE,9
7,275,5,123,H,TRUE,10
7,263,5,126,H,TRUE,9
7,263,5,126,H,TRUE,9
7,228,5,126,C,FALSE,8
7,252,5,126,H,TRUE,9
7,258,5,126,H,TRUE,9
7,155,6,127,C,FALSE,6
7,350,6,129,H,TRUE,12
7,319,6,129,C,FALSE,11
7,244,6,129,C,FALSE,9
7,359,3,132,C,FALSE,12
7,363,4,133,H,TRUE,13
7,302,4,133,C,FALSE,11
7,333,4,133,H,TRUE,12
7,333,4,133,H,TRUE,12
7,360,5,135,H,TRUE,12
7,328,5,135,H,TRUE,11
7,329,5,135,H,TRUE,11
7,330,5,135,H,TRUE,11
7,298,5,135,C,FALSE,10
7,327,3,139,C,FALSE,11
7,354,3,139,H,TRUE,12
7,353,5,141,H,TRUE,12
7,354,5,141,H,TRUE,12
7,348,5,141,H,TRUE,12
7,350,5,141,H,TRUE,12
7,320,5,141,C,FALSE,11
7,214,6,142,H,TRUE,8
7,216,6,142,H,TRUE,8
7,187,6,142,C,FALSE,7
7,277,4,144,C,FALSE,10
7,308,4,144,H,TRUE,11
7,305,4,144,H,TRUE,11
7,263,6,146,H,TRUE,9
7,235,6,146,H,TRUE,8
7,207,6,146,H,TRUE,7
7,211,6,146,H,TRUE,8
7,179,6,146,C,FALSE,6
7,345,4,147,H,TRUE,12
7,315,4,147,H,TRUE,11
7,291,4,147,C,FALSE,10
7,289,5,148,C,FALSE,10
7,322,5,148,H,TRUE,11
7,320,5,148,H,TRUE,11
7,319,5,148,H,TRUE,11
7,356,5,148,H,TRUE,12
7,353,6,152,C,FALSE,12
7,210,3,157,H,TRUE,7
7,179,3,157,C,FALSE,6
7,87,5,161,H,TRUE,3
7,60,5,161,C,FALSE,2
7,125,5,161,H,TRUE,5
7,158,5,161,H,TRUE,6
7,339,6,163,C,FALSE,12
7,335,4,164,C,FALSE,12
7,61,4,164,C,FALSE,3
7,301,4,165,C,FALSE,11
7,342,6,169,C,FALSE,12
7,348,6,170,H,TRUE,12
7,350,6,170,H,TRUE,12
7,318,6,170,C,FALSE,11
7,348,6,170,H,TRUE,12
7,344,6,170,H,TRUE,12
7,330,5,171,C,FALSE,11
7,359,5,171,H,TRUE,12
7,181,4,173,H,TRUE,7
7,212,4,173,H,TRUE,8
7,119,4,173,C,FALSE,4
7,148,4,173,H,TRUE,5
7,342,4,176,H,TRUE,12
7,343,4,176,H,TRUE,12
7,314,4,176,C,FALSE,11
7,50,3,183,C,FALSE,2
7,120,3,183,H,TRUE,4
7,84,3,183,H,TRUE,3
7,306,5,184,H,TRUE,11
7,338,5,184,H,TRUE,12
7,302,5,184,H,TRUE,11
7,330,5,184,H,TRUE,11
7,277,5,184,C,FALSE,10
7,347,4,185,C,FALSE,12
7,281,5,188,H,TRUE,10
7,248,5,188,C,FALSE,9
7,281,5,188,H,TRUE,10
7,280,5,188,H,TRUE,10
7,281,5,188,H,TRUE,10
7,333,4,189,C,FALSE,12
7,361,4,189,H,TRUE,13
7,363,4,189,H,TRUE,13
7,290,6,191,C,FALSE,10
7,316,4,194,C,FALSE,11
7,347,4,194,H,TRUE,12
7,214,5,197,H,TRUE,8
7,185,5,197,C,FALSE,7
7,218,5,197,H,TRUE,8
7,218,5,197,H,TRUE,8
7,226,6,198,C,FALSE,8
7,287,6,198,H,TRUE,10
7,275,6,198,H,TRUE,10
7,256,6,198,H,TRUE,9
7,246,6,198,C,TRUE,9
7,285,6,198,H,TRUE,10
7,269,3,201,C,FALSE,9
7,301,3,201,H,TRUE,11
7,298,3,201,H,TRUE,10
7,209,6,207,H,TRUE,7
7,181,6,207,C,FALSE,7
7,247,6,207,H,TRUE,9
7,276,6,207,H,TRUE,10
7,215,6,207,H,TRUE,8
7,259,6,210,C,FALSE,9
7,288,4,211,C,FALSE,10
7,211,4,217,C,FALSE,8
7,278,4,217,H,TRUE,10
7,245,4,217,H,TRUE,9
7,241,4,217,H,TRUE,9
7,353,6,219,H,TRUE,12
7,296,6,219,H,TRUE,10
7,330,6,219,H,TRUE,11
7,323,6,219,H,TRUE,11
7,263,6,219,C,FALSE,9
7,297,6,219,H,TRUE,10
7,267,6,220,H,TRUE,9
7,299,6,220,H,TRUE,10
7,236,6,220,C,FALSE,8
7,327,6,220,H,TRUE,11
7,267,6,220,H,TRUE,9
7,329,6,220,H,TRUE,11
7,311,4,222,C,FALSE,11
7,340,4,222,H,TRUE,12
7,338,4,222,H,TRUE,12
7,344,4,222,H,TRUE,12
7,285,4,224,C,FALSE,10
7,327,5,227,C,FALSE,11
7,359,5,227,H,TRUE,12
7,364,5,227,H,TRUE,13
7,302,4,229,H,TRUE,11
7,271,4,229,C,FALSE,10
7,332,4,229,H,TRUE,12
7,359,4,229,H,TRUE,12
8,1,5,1,NA,FALSE,1
8,31,5,1,H,TRUE,2
8,327,6,2,H,TRUE,11
8,330,6,2,H,TRUE,11
8,299,6,2,C,FALSE,10
8,356,6,2,H,TRUE,12
8,327,6,2,H,TRUE,11
8,357,5,16,C,FALSE,12
8,341,4,24,C,FALSE,12
8,340,6,31,C,FALSE,12
8,309,6,35,H,TRUE,11
8,248,6,35,C,FALSE,9
8,279,6,35,H,TRUE,10
8,283,6,35,H,TRUE,10
8,341,6,35,H,TRUE,12
8,298,6,47,H,TRUE,10
8,239,6,47,C,FALSE,8
8,270,6,47,H,TRUE,9
8,85,6,47,H,TRUE,3
8,57,6,47,C,FALSE,2
8,211,5,53,C,FALSE,8
8,273,6,57,C,FALSE,10
8,334,6,57,H,TRUE,12
8,304,6,57,H,TRUE,11
8,340,4,62,H,TRUE,12
8,332,4,62,H,TRUE,12
8,304,4,62,C,FALSE,11
8,236,3,81,C,FALSE,8
8,267,3,81,H,TRUE,9
8,262,3,81,H,TRUE,9
8,180,3,83,C,FALSE,6
8,242,3,126,H,TRUE,9
8,208,3,126,C,FALSE,7
8,341,4,129,C,FALSE,12
8,247,3,132,H,TRUE,9
8,217,3,132,C,FALSE,8
8,178,4,133,H,TRUE,6
8,151,4,133,H,TRUE,6
8,119,4,133,C,FALSE,4
8,146,4,133,H,TRUE,5
8,180,4,137,C,FALSE,6
8,207,4,137,H,TRUE,7
8,210,4,137,H,TRUE,7
8,187,4,141,C,FALSE,7
8,216,4,141,H,TRUE,8
8,248,4,141,H,TRUE,9
8,286,4,141,H,TRUE,10
8,354,6,147,H,TRUE,12
8,360,6,147,H,TRUE,12
8,332,6,147,H,TRUE,12
8,357,6,147,H,TRUE,12
8,299,6,147,C,FALSE,10
8,326,6,147,H,TRUE,11
8,146,3,182,C,FALSE,5
8,176,3,182,H,TRUE,6
8,305,3,201,C,FALSE,11
8,336,3,201,H,TRUE,12
8,336,3,201,H,TRUE,12
8,358,6,216,H,TRUE,12
8,360,6,216,H,TRUE,12
8,359,6,216,H,TRUE,12
8,328,6,216,C,FALSE,11
8,354,6,216,H,TRUE,12
9,1,6,1,NA,FALSE,1
9,90,6,1,H,TRUE,3
