i,time,Type,has_hh,month
1,1,NA,FALSE,1
1,29,H,TRUE,1
1,229,H,TRUE,8
1,197,C,FALSE,7
1,276,C,FALSE,10
1,305,H,TRUE,11
1,348,H,TRUE,12
1,314,C,FALSE,11
1,273,C,FALSE,10
1,336,H,TRUE,12
1,305,H,TRUE,11
1,91,H,TRUE,4
1,90,H,TRUE,3
1,61,C,FALSE,3
1,363,C,FALSE,13
1,279,C,FALSE,10
1,280,C,FALSE,10
1,334,H,TRUE,12
1,308,H,TRUE,11
1,306,C,TRUE,11
1,341,C,FALSE,12
1,334,H,TRUE,12
1,305,C,FALSE,11
1,336,H,TRUE,12
1,277,C,FALSE,10
1,342,H,TRUE,12
1,309,H,TRUE,11
1,149,H,TRUE,5
1,121,C,FALSE,5
1,246,H,TRUE,9
1,215,C,FALSE,8
1,307,H,TRUE,11
1,248,C,FALSE,9
1,277,H,TRUE,10
1,218,H,TRUE,8
1,184,C,FALSE,7
1,35,C,FALSE,2
1,66,H,TRUE,3
1,123,H,TRUE,5
1,92,C,FALSE,4
1,158,C,FALSE,6
1,252,C,FALSE,9
1,216,C,FALSE,8
1,315,H,TRUE,11
1,283,C,FALSE,10
1,344,H,TRUE,12
1,246,C,FALSE,9
1,244,C,FALSE,9
1,119,H,TRUE,4
1,63,C,FALSE,3
1,91,H,TRUE,4
1,308,C,FALSE,11
1,151,C,FALSE,6
1,316,H,TRUE,11
1,284,C,FALSE,10
1,311,C,FALSE,11
1,243,C,FALSE,9
1,223,C,FALSE,8
1,253,H,TRUE,9
1,217,C,FALSE,8
1,163,C,FALSE,6
1,271,H,TRUE,10
1,243,C,FALSE,9
1,302,H,TRUE,11
1,310,C,FALSE,11
1,244,C,FALSE,9
1,311,H,TRUE,11
1,280,C,FALSE,10
1,249,C,FALSE,9
1,192,C,FALSE,7
1,334,C,FALSE,12
1,363,H,TRUE,13
1,156,C,FALSE,6
1,339,C,FALSE,12
1,155,H,TRUE,6
1,127,H,TRUE,5
1,96,C,FALSE,4
1,218,C,FALSE,8
1,313,C,FALSE,11
1,346,H,TRUE,12
1,338,C,FALSE,12
1,157,H,TRUE,6
1,95,C,FALSE,4
1,155,H,TRUE,6
1,123,H,TRUE,5
1,279,C,FALSE,10
1,248,H,TRUE,9
1,307,H,TRUE,11
1,218,C,FALSE,8
1,278,H,TRUE,10
1,155,H,TRUE,6
1,124,C,FALSE,5
1,282,C,FALSE,10
1,220,C,FALSE,8
1,287,H,TRUE,10
1,253,H,TRUE,9
1,67,C,FALSE,3
1,315,C,TRUE,11
1,215,C,FALSE,8
1,347,H,TRUE,12
1,287,C,FALSE,10
1,319,H,TRUE,11
1,252,C,FALSE,9
1,285,H,TRUE,10
1,346,C,FALSE,12
1,159,C,FALSE,6
1,129,H,TRUE,5
1,150,C,TRUE,5
1,63,C,FALSE,3
1,96,H,TRUE,4
1,214,H,TRUE,8
1,213,H,TRUE,8
1,185,C,FALSE,7
1,216,H,TRUE,8
1,219,H,TRUE,8
1,248,H,TRUE,9
1,186,C,FALSE,7
1,157,C,FALSE,6
1,189,H,TRUE,7
1,218,H,TRUE,8
1,335,C,FALSE,12
1,307,C,FALSE,11
1,335,H,TRUE,12
1,124,H,TRUE,5
1,94,C,FALSE,4
1,250,C,FALSE,9
1,364,H,TRUE,13
1,335,C,FALSE,12
1,187,C,FALSE,7
1,189,C,FALSE,7
1,251,H,TRUE,9
1,35,C,FALSE,2
1,220,H,TRUE,8
1,154,C,FALSE,6
1,185,H,TRUE,7
1,186,C,FALSE,7
1,219,H,TRUE,8
1,217,H,TRUE,8
1,189,C,FALSE,7
1,343,C,FALSE,12
1,243,C,FALSE,9
1,130,C,FALSE,5
1,62,C,FALSE,3
1,308,C,FALSE,11
1,221,H,TRUE,8
1,187,C,FALSE,7
2,1,NA,FALSE,1
3,1,NA,FALSE,1
3,29,H,TRUE,1
3,29,H,TRUE,1
3,30,H,TRUE,1
3,278,H,TRUE,10
3,309,H,TRUE,11
3,247,C,FALSE,9
3,342,C,FALSE,12
3,310,C,FALSE,11
3,342,C,TRUE,12
3,309,C,FALSE,11
3,339,C,FALSE,12
3,279,H,TRUE,10
3,247,C,FALSE,9
3,310,H,TRUE,11
3,343,C,FALSE,12
3,275,C,FALSE,10
3,278,C,FALSE,10
3,244,C,FALSE,9
3,305,H,TRUE,11
3,275,H,TRUE,10
3,339,C,FALSE,12
3,277,C,FALSE,10
3,310,H,TRUE,11
3,341,H,TRUE,12
3,280,C,FALSE,10
3,339,H,TRUE,12
3,344,H,TRUE,12
3,339,H,TRUE,12
3,310,C,FALSE,11
3,216,H,TRUE,8
3,186,C,FALSE,7
3,340,C,FALSE,12
3,247,H,TRUE,9
3,277,H,TRUE,10
3,215,H,TRUE,8
3,185,C,FALSE,7
3,334,C,FALSE,12
3,345,C,FALSE,12
3,246,C,FALSE,9
3,33,C,FALSE,2
3,247,C,FALSE,9
3,124,C,FALSE,5
3,152,H,TRUE,6
3,213,C,FALSE,8
3,245,H,TRUE,9
3,241,H,TRUE,9
3,343,C,FALSE,12
3,341,C,FALSE,12
3,307,H,TRUE,11
3,310,H,TRUE,11
3,277,C,FALSE,10
3,214,C,FALSE,8
3,333,C,FALSE,12
3,361,H,TRUE,13
3,275,C,FALSE,10
3,309,C,FALSE,11
3,308,C,FALSE,11
3,314,H,TRUE,11
3,309,H,TRUE,11
3,280,C,FALSE,10
3,214,C,FALSE,8
3,243,H,TRUE,9
3,274,H,TRUE,10
3,247,H,TRUE,9
3,347,C,FALSE,12
3,60,C,FALSE,2
3,333,H,TRUE,12
3,91,H,TRUE,4
3,303,C,FALSE,11
3,341,C,TRUE,12
3,307,C,FALSE,11
3,309,C,FALSE,11
3,334,H,TRUE,12
3,304,C,FALSE,11
3,333,H,TRUE,12
3,219,C,FALSE,8
3,281,H,TRUE,10
3,248,H,TRUE,9
3,314,C,FALSE,11
3,348,H,TRUE,12
3,348,H,TRUE,12
3,211,H,TRUE,8
3,182,C,FALSE,7
3,308,H,TRUE,11
3,276,C,FALSE,10
3,309,C,FALSE,11
3,218,C,FALSE,8
3,334,C,FALSE,12
3,361,C,FALSE,13
3,244,C,FALSE,9
3,272,H,TRUE,10
3,245,C,FALSE,9
3,246,C,FALSE,9
3,273,H,TRUE,10
3,303,H,TRUE,11
3,215,H,TRUE,8
3,248,H,TRUE,9
3,341,C,FALSE,12
3,186,C,FALSE,7
3,243,H,TRUE,9
3,184,C,FALSE,7
3,213,C,FALSE,8
3,305,C,FALSE,11
3,338,H,TRUE,12
3,342,H,TRUE,12
3,309,C,FALSE,11
3,341,H,TRUE,12
3,343,H,TRUE,12
3,313,C,FALSE,11
3,343,H,TRUE,12
3,58,C,FALSE,2
3,309,C,TRUE,11
3,274,C,FALSE,10
3,337,C,TRUE,12
3,339,H,TRUE,12
3,307,C,FALSE,11
3,307,C,FALSE,11
3,277,C,FALSE,10
3,347,C,FALSE,12
3,313,H,TRUE,11
3,185,C,FALSE,7
3,279,H,TRUE,10
3,246,H,TRUE,9
3,217,H,TRUE,8
3,246,H,TRUE,9
3,218,C,FALSE,8
3,339,C,FALSE,12
3,249,C,FALSE,9
3,344,C,FALSE,12
3,309,C,FALSE,11
3,337,H,TRUE,12
3,279,C,FALSE,10
3,311,C,FALSE,11
3,339,C,FALSE,12
3,90,C,FALSE,3
3,275,C,FALSE,10
4,1,NA,FALSE,1
5,1,NA,FALSE,1
5,93,H,TRUE,4
5,30,H,TRUE,1
5,59,H,TRUE,2
5,29,H,TRUE,1
5,348,H,TRUE,12
5,315,C,FALSE,11
5,129,C,FALSE,5
5,314,H,TRUE,11
5,252,C,FALSE,9
5,280,H,TRUE,10
5,246,H,TRUE,9
5,188,H,TRUE,7
5,158,C,FALSE,6
5,217,H,TRUE,8
5,219,H,TRUE,8
5,344,C,FALSE,12
5,221,C,FALSE,8
5,254,H,TRUE,9
5,58,C,FALSE,2
5,159,C,FALSE,6
5,313,C,FALSE,11
5,189,C,FALSE,7
5,338,C,FALSE,12
5,308,H,TRUE,11
5,337,H,TRUE,12
5,279,C,FALSE,10
5,126,C,FALSE,5
5,345,C,FALSE,12
5,63,C,FALSE,3
5,277,C,FALSE,10
5,95,H,TRUE,4
5,254,C,FALSE,9
5,340,C,FALSE,12
5,342,C,FALSE,12
5,318,C,FALSE,11
5,346,H,TRUE,12
5,349,H,TRUE,12
5,286,C,FALSE,10
5,346,H,TRUE,12
5,316,C,FALSE,11
5,255,H,TRUE,9
5,222,C,FALSE,8
5,245,C,FALSE,9
5,273,H,TRUE,10
5,314,C,TRUE,11
5,338,H,TRUE,12
5,304,H,TRUE,11
5,252,C,FALSE,9
5,285,H,TRUE,10
5,285,H,TRUE,10
5,313,H,TRUE,11
5,343,H,TRUE,12
5,60,C,FALSE,2
5,345,C,FALSE,12
5,283,C,FALSE,10
5,314,H,TRUE,11
5,311,H,TRUE,11
5,312,H,TRUE,11
5,348,C,FALSE,12
5,309,C,FALSE,11
5,361,C,FALSE,13
5,285,C,FALSE,10
5,318,H,TRUE,11
5,339,H,TRUE,12
5,340,H,TRUE,12
5,338,H,TRUE,12
5,309,C,FALSE,11
5,319,H,TRUE,11
5,287,H,TRUE,10
5,254,C,FALSE,9
5,91,C,FALSE,4
5,343,C,FALSE,12
5,282,C,FALSE,10
5,120,C,FALSE,4
