"ID","SIZE","HH","TYPE","TIME","S_num","I_num"
1,5,1,"0",20,NA,0
2,5,1,"E",NA,NA,0
3,5,1,"E",83,NA,0
4,5,1,"E",250,NA,0
5,5,1,"E",168,NA,0
6,5,2,"E",133,NA,0
7,5,2,"E",112,NA,0
8,5,2,"E",164,NA,0
9,5,2,"E",196,NA,0
10,5,2,"E",252,NA,0
11,6,3,"E",192,NA,0
12,6,3,"E",265,NA,0
13,6,3,"E",239,NA,0
14,6,3,"E",344,NA,0
15,6,3,"E",223,NA,0
16,6,3,"E",363,NA,0
17,3,4,"E",156,NA,0
18,3,4,"E",229,NA,0
19,3,4,"E",151,NA,0
20,6,5,"E",191,NA,0
21,6,5,"E",172,NA,0
22,6,5,"E",148,NA,0
23,6,5,"E",216,NA,0
24,6,5,"E",256,NA,0
25,6,5,"E",203,NA,0
26,4,6,"E",175,NA,0
27,4,6,"E",237,NA,0
28,4,6,"E",190,NA,0
29,4,6,"E",235,NA,0
30,5,7,"E",310,NA,0
31,5,7,"E",287,NA,0
32,5,7,"E",183,NA,0
33,5,7,"E",196,NA,0
34,5,7,"E",166,NA,0
35,5,8,NA,NA,NA,0
36,5,8,"E",279,NA,0
37,5,8,"E",134,NA,0
38,5,8,"E",287,NA,0
39,5,8,"E",204,NA,0
40,6,9,NA,NA,NA,0
41,6,9,NA,NA,NA,0
42,6,9,"E",256,NA,0
43,6,9,"E",250,NA,0
44,6,9,"E",210,NA,0
45,6,9,"E",172,NA,0
46,5,10,"E",157,NA,0
47,5,10,"E",214,NA,0
48,5,10,"E",234,NA,0
49,5,10,"E",126,NA,0
50,5,10,"E",218,NA,0
51,6,11,"E",321,NA,0
52,6,11,"E",214,NA,0
53,6,11,"E",132,NA,0
54,6,11,"E",NA,NA,0
55,6,11,"E",159,NA,0
56,6,11,"E",253,NA,0
57,4,12,"E",145,NA,0
58,4,12,"E",157,NA,0
59,4,12,"E",223,NA,0
60,4,12,"E",150,NA,0
61,6,13,"E",266,NA,0
62,6,13,NA,NA,NA,0
63,6,13,"E",297,NA,0
64,6,13,"E",231,NA,0
65,6,13,"E",253,NA,0
66,6,13,"E",138,NA,0
67,5,14,"E",202,NA,0
68,5,14,"E",175,NA,0
69,5,14,"E",285,NA,0
70,5,14,"E",176,NA,0
71,5,14,"E",156,NA,0
72,5,15,"E",294,NA,0
73,5,15,"E",234,NA,0
74,5,15,"E",262,NA,0
75,5,15,"E",244,NA,0
76,5,15,"E",178,NA,0
77,4,16,"E",221,NA,0
78,4,16,"E",183,NA,0
79,4,16,"E",166,NA,0
80,4,16,"E",172,NA,0
81,6,17,"E",201,NA,0
82,6,17,NA,NA,NA,0
83,6,17,"E",NA,NA,0
84,6,17,"E",247,NA,0
85,6,17,"E",339,NA,0
86,6,17,"E",279,NA,0
87,5,18,"E",156,NA,0
88,5,18,"E",201,NA,0
89,5,18,"E",187,NA,0
90,5,18,"E",158,NA,0
91,5,18,"E",315,NA,0
92,6,19,"E",136,NA,0
93,6,19,"E",178,NA,0
94,6,19,"E",278,NA,0
95,6,19,"E",291,NA,0
96,6,19,"E",257,NA,0
97,6,19,"E",193,NA,0
98,3,20,"E",129,NA,0
99,3,20,"E",164,NA,0
100,3,20,"E",254,NA,0
101,4,21,"E",253,NA,0
102,4,21,"E",180,NA,0
103,4,21,"E",189,NA,0
104,4,21,"E",158,NA,0
105,3,22,"E",267,NA,0
106,3,22,"E",127,NA,0
107,3,22,"E",273,NA,0
108,3,23,NA,NA,NA,0
109,3,23,"E",248,NA,0
110,3,23,"E",291,NA,0
111,3,24,"E",199,NA,0
112,3,24,"E",NA,NA,0
113,3,24,"E",242,NA,0
114,6,25,"E",206,NA,0
115,6,25,"E",330,NA,0
116,6,25,NA,NA,NA,0
117,6,25,"E",147,NA,0
118,6,25,"E",145,NA,0
119,6,25,"E",96,NA,0
120,6,26,"E",298,NA,0
121,6,26,NA,NA,NA,0
122,6,26,"E",210,NA,0
123,6,26,"E",222,NA,0
124,6,26,NA,NA,NA,0
125,6,26,"E",232,NA,0
126,4,27,"E",150,NA,0
127,4,27,"E",138,NA,0
128,4,27,"E",217,NA,0
129,4,27,"E",216,NA,0
130,3,28,"E",273,NA,0
131,3,28,NA,NA,NA,0
132,3,28,"E",182,NA,0
133,6,29,"E",163,NA,0
134,6,29,"E",209,NA,0
135,6,29,"E",156,NA,0
136,6,29,"E",291,NA,0
137,6,29,"E",120,NA,0
138,6,29,"E",233,NA,0
139,4,30,"E",253,NA,0
140,4,30,"E",113,NA,0
141,4,30,"E",203,NA,0
142,4,30,"E",246,NA,0
143,6,31,"E",277,NA,0
144,6,31,"E",98,NA,0
145,6,31,"E",242,NA,0
146,6,31,"E",175,NA,0
147,6,31,"E",337,NA,0
148,6,31,"E",253,NA,0
149,3,32,"E",262,NA,0
150,3,32,"E",145,NA,0
151,3,32,NA,NA,NA,0
152,3,33,"E",161,NA,0
153,3,33,"E",112,NA,0
154,3,33,NA,NA,NA,0
155,4,34,"E",141,NA,0
156,4,34,"E",233,NA,0
157,4,34,"E",131,NA,0
158,4,34,"E",246,NA,0
159,4,35,"E",186,NA,0
160,4,35,"E",303,NA,0
161,4,35,"E",188,NA,0
162,4,35,"E",141,NA,0
163,4,36,"E",NA,NA,0
164,4,36,"E",253,NA,0
165,4,36,"E",NA,NA,0
166,4,36,"E",190,NA,0
167,3,37,"E",363,NA,0
168,3,37,NA,NA,NA,0
169,3,37,"E",208,NA,0
170,5,38,"E",261,NA,0
171,5,38,"E",186,NA,0
172,5,38,"E",227,NA,0
173,5,38,"E",135,NA,0
174,5,38,"E",124,NA,0
175,3,39,"E",314,NA,0
176,3,39,"E",243,NA,0
177,3,39,"E",204,NA,0
178,4,40,"E",NA,NA,0
179,4,40,"E",174,NA,0
180,4,40,"E",198,NA,0
181,4,40,"E",262,NA,0
182,5,41,"E",179,NA,0
183,5,41,"E",176,NA,0
184,5,41,"E",167,NA,0
185,5,41,"E",232,NA,0
186,5,41,"E",283,NA,0
187,6,42,"E",129,NA,0
