i,time,Type,has_hh,month
1,1,NA,FALSE,1
1,62,H,TRUE,3
1,31,H,TRUE,2
1,59,H,TRUE,2
1,34,H,TRUE,2
2,1,NA,FALSE,1
2,61,H,TRUE,3
2,30,H,TRUE,1
2,31,H,TRUE,2
2,30,H,TRUE,1
2,62,C,FALSE,3
2,90,H,TRUE,3
2,118,H,TRUE,4
2,122,H,TRUE,5
2,182,H,TRUE,7
2,212,H,TRUE,8
2,154,C,FALSE,6
2,211,H,TRUE,8
2,183,H,TRUE,7
2,306,H,TRUE,11
2,274,H,TRUE,10
2,274,H,TRUE,10
2,246,C,FALSE,9
2,275,H,TRUE,10
2,307,H,TRUE,11
2,303,H,TRUE,11
2,304,H,TRUE,11
2,340,H,TRUE,12
2,275,C,FALSE,10
2,316,C,FALSE,11
2,193,H,TRUE,7
2,159,H,TRUE,6
2,160,H,TRUE,6
2,127,C,FALSE,5
2,156,H,TRUE,6
2,246,H,TRUE,9
2,245,H,TRUE,9
2,216,C,FALSE,8
2,278,H,TRUE,10
2,274,H,TRUE,10
2,316,H,TRUE,11
2,316,H,TRUE,11
2,350,H,TRUE,12
2,286,C,FALSE,10
2,345,H,TRUE,12
2,307,H,TRUE,11
2,275,H,TRUE,10
2,277,H,TRUE,10
2,305,H,TRUE,11
2,245,C,FALSE,9
2,255,H,TRUE,9
2,250,H,TRUE,9
2,251,H,TRUE,9
2,280,H,TRUE,10
2,221,C,FALSE,8
2,338,C,FALSE,12
2,334,H,TRUE,12
2,337,H,TRUE,12
2,335,H,TRUE,12
2,304,C,FALSE,11
2,186,C,FALSE,7
2,253,H,TRUE,9
2,216,H,TRUE,8
2,219,H,TRUE,8
2,215,H,TRUE,8
2,185,H,TRUE,7
2,155,C,FALSE,6
2,216,H,TRUE,8
2,245,H,TRUE,9
2,218,H,TRUE,8
2,216,H,TRUE,8
2,155,C,FALSE,6
2,189,H,TRUE,7
2,187,H,TRUE,7
2,186,H,TRUE,7
2,318,C,FALSE,11
2,346,H,TRUE,12
2,276,H,TRUE,10
2,246,H,TRUE,9
2,217,H,TRUE,8
2,250,H,TRUE,9
2,186,C,FALSE,7
2,338,C,FALSE,12
2,218,C,FALSE,8
2,277,H,TRUE,10
2,246,H,TRUE,9
2,248,H,TRUE,9
2,252,H,TRUE,9
2,333,H,TRUE,12
2,304,C,FALSE,11
2,338,H,TRUE,12
2,314,C,TRUE,11
2,334,H,TRUE,12
2,276,H,TRUE,10
2,246,C,FALSE,9
2,304,H,TRUE,11
2,276,H,TRUE,10
2,274,H,TRUE,10
2,341,H,TRUE,12
2,313,C,FALSE,11
2,347,H,TRUE,12
