i,time,Type,has_hh,month
1,1,NA,FALSE,1
2,1,NA,FALSE,1
2,30,H,TRUE,1
3,1,NA,FALSE,1
3,32,H,TRUE,2
3,347,C,FALSE,12
3,349,H,TRUE,12
3,316,C,FALSE,11
3,341,C,FALSE,12
3,278,C,FALSE,10
3,343,C,FALSE,12
3,315,H,TRUE,11
3,283,C,FALSE,10
3,312,H,TRUE,11
3,344,C,FALSE,12
3,282,C,FALSE,10
3,284,C,FALSE,10
3,313,H,TRUE,11
3,343,C,FALSE,12
3,315,C,FALSE,11
3,285,C,FALSE,10
3,311,C,FALSE,11
3,314,C,FALSE,11
3,347,H,TRUE,12
3,252,C,FALSE,9
3,281,H,TRUE,10
3,283,H,TRUE,10
3,344,C,FALSE,12
3,346,C,FALSE,12
3,281,C,FALSE,10
3,341,H,TRUE,12
3,348,C,TRUE,12
3,312,C,FALSE,11
3,252,H,TRUE,9
3,191,C,FALSE,7
3,221,H,TRUE,8
3,223,H,TRUE,8
3,217,C,FALSE,8
3,282,H,TRUE,10
3,249,C,FALSE,9
3,280,H,TRUE,10
3,350,H,TRUE,12
3,318,C,FALSE,11
3,344,C,FALSE,12
3,243,H,TRUE,9
3,300,H,TRUE,10
3,301,H,TRUE,11
3,272,H,TRUE,10
3,215,C,FALSE,8
3,338,H,TRUE,12
3,344,C,TRUE,12
3,309,C,FALSE,11
3,218,C,FALSE,8
3,341,C,FALSE,12
3,348,H,TRUE,12
3,319,C,FALSE,11
3,347,H,TRUE,12
3,285,C,FALSE,10
3,315,C,FALSE,11
3,347,H,TRUE,12
3,317,C,FALSE,11
3,346,H,TRUE,12
3,342,H,TRUE,12
3,310,C,FALSE,11
3,346,C,TRUE,12
3,346,C,FALSE,12
3,281,C,FALSE,10
3,344,C,FALSE,12
3,252,C,FALSE,9
3,349,H,TRUE,12
3,316,C,FALSE,11
3,341,C,FALSE,12
3,317,C,FALSE,11
3,338,C,TRUE,12
3,345,H,TRUE,12
3,252,C,FALSE,9
3,283,H,TRUE,10
3,314,H,TRUE,11
3,312,H,TRUE,11
3,283,H,TRUE,10
3,313,C,FALSE,11
3,341,H,TRUE,12
3,338,C,FALSE,12
3,332,C,FALSE,12
3,310,C,FALSE,11
3,339,H,TRUE,12
3,309,C,FALSE,11
3,345,C,FALSE,12
3,282,C,FALSE,10
3,186,H,TRUE,7
3,189,H,TRUE,7
3,157,C,FALSE,6
3,219,H,TRUE,8
3,188,C,FALSE,7
3,251,H,TRUE,9
3,341,H,TRUE,12
3,313,C,FALSE,11
3,350,C,FALSE,12
3,316,H,TRUE,11
3,283,C,FALSE,10
3,346,C,FALSE,12
3,343,C,FALSE,12
3,342,C,FALSE,12
3,250,C,FALSE,9
3,188,C,FALSE,7
3,219,H,TRUE,8
3,247,H,TRUE,9
3,313,C,FALSE,11
3,343,H,TRUE,12
3,341,H,TRUE,12
3,32,C,FALSE,2
3,311,C,FALSE,11
3,348,C,FALSE,12
3,343,H,TRUE,12
3,347,H,TRUE,12
3,314,C,FALSE,11
3,282,C,FALSE,10
3,347,H,TRUE,12
3,316,C,FALSE,11
3,342,C,TRUE,12
3,283,C,FALSE,10
3,316,H,TRUE,11
3,286,C,FALSE,10
3,280,H,TRUE,10
3,251,C,FALSE,9
3,331,H,TRUE,12
3,271,C,FALSE,10
3,299,H,TRUE,10
3,302,H,TRUE,11
3,344,C,FALSE,12
3,94,C,FALSE,4
3,124,H,TRUE,5
3,152,H,TRUE,6
3,158,H,TRUE,6
3,125,H,TRUE,5
3,313,C,FALSE,11
3,34,C,FALSE,2
3,310,C,FALSE,11
3,315,H,TRUE,11
3,343,H,TRUE,12
3,286,C,FALSE,10
3,346,C,FALSE,12
3,314,C,FALSE,11
3,88,H,TRUE,3
3,60,C,FALSE,2
3,116,H,TRUE,4
3,345,C,FALSE,12
3,312,C,FALSE,11
3,341,H,TRUE,12
3,344,H,TRUE,12
4,1,NA,FALSE,1
4,342,C,FALSE,12
4,311,C,FALSE,11
4,338,H,TRUE,12
4,305,C,FALSE,11
4,334,B,TRUE,12
4,358,C,TRUE,12
4,341,C,TRUE,12
4,303,C,FALSE,11
4,149,H,TRUE,5
4,182,H,TRUE,7
4,118,C,FALSE,4
4,183,H,TRUE,7
4,177,H,TRUE,6
4,363,C,FALSE,13
4,240,H,TRUE,8
4,211,H,TRUE,8
4,147,C,FALSE,5
4,216,H,TRUE,8
4,363,C,FALSE,13
4,148,C,FALSE,5
4,182,H,TRUE,7
4,336,C,FALSE,12
4,270,C,FALSE,9
4,302,H,TRUE,11
4,300,H,TRUE,10
4,300,H,TRUE,10
4,271,C,FALSE,10
4,299,H,TRUE,10
4,271,C,FALSE,10
4,271,C,FALSE,10
4,268,C,FALSE,9
4,308,H,TRUE,11
4,274,C,FALSE,10
4,331,H,TRUE,12
4,301,H,TRUE,11
4,269,C,FALSE,9
4,364,C,FALSE,13
4,58,H,TRUE,2
4,30,C,FALSE,1
4,340,C,FALSE,12
4,344,C,FALSE,12
4,182,C,FALSE,7
4,278,C,FALSE,10
4,333,C,FALSE,12
4,362,H,TRUE,13
4,334,C,FALSE,12
4,361,H,TRUE,13
4,271,H,TRUE,10
4,209,C,FALSE,7
4,242,H,TRUE,9
4,363,H,TRUE,13
4,335,C,FALSE,12
4,150,C,FALSE,5
4,308,C,FALSE,11
4,336,H,TRUE,12
4,245,H,TRUE,9
4,215,C,FALSE,8
4,358,H,TRUE,12
4,328,C,FALSE,11
4,242,C,FALSE,9
4,241,C,FALSE,9
4,364,C,FALSE,13
4,181,H,TRUE,7
4,211,H,TRUE,8
4,153,C,FALSE,6
4,302,C,FALSE,11
4,333,H,TRUE,12
4,238,C,FALSE,8
4,298,H,TRUE,10
4,340,C,TRUE,12
4,268,H,TRUE,9
4,246,H,TRUE,9
4,330,C,TRUE,11
4,297,H,TRUE,10
