i,time,Type,has_hh,month
1,1,NA,FALSE,1
1,29,H,TRUE,1
1,31,H,TRUE,2
2,1,NA,FALSE,1
2,34,H,TRUE,2
2,62,H,TRUE,3
2,65,H,TRUE,3
2,95,H,TRUE,4
2,345,H,TRUE,12
2,317,C,FALSE,11
2,351,C,FALSE,12
2,293,C,FALSE,10
2,363,C,FALSE,13
2,153,C,FALSE,6
2,340,C,FALSE,12
2,362,C,FALSE,13
2,310,C,FALSE,11
2,339,H,TRUE,12
2,338,H,TRUE,12
2,334,C,TRUE,12
2,246,C,FALSE,9
2,345,C,FALSE,12
2,339,C,FALSE,12
2,247,H,TRUE,9
2,215,C,FALSE,8
2,277,H,TRUE,10
2,337,C,FALSE,12
2,347,C,FALSE,12
2,340,H,TRUE,12
2,341,H,TRUE,12
2,342,H,TRUE,12
2,312,C,FALSE,11
2,290,H,TRUE,10
2,258,C,FALSE,9
2,350,H,TRUE,12
2,321,H,TRUE,11
2,292,H,TRUE,10
2,288,H,TRUE,10
2,260,C,FALSE,9
2,273,C,FALSE,10
2,341,C,FALSE,12
2,316,H,TRUE,11
2,281,H,TRUE,10
2,278,H,TRUE,10
2,248,C,FALSE,9
2,282,H,TRUE,10
2,225,C,FALSE,8
2,305,C,FALSE,11
2,338,H,TRUE,12
2,335,H,TRUE,12
2,334,H,TRUE,12
2,223,H,TRUE,8
2,193,C,FALSE,7
2,226,H,TRUE,8
2,346,C,FALSE,12
2,340,H,TRUE,12
2,338,H,TRUE,12
2,338,H,TRUE,12
2,310,C,FALSE,11
2,331,C,FALSE,12
2,361,H,TRUE,13
2,363,H,TRUE,13
2,303,C,FALSE,11
2,315,H,TRUE,11
2,311,H,TRUE,11
2,283,C,FALSE,10
2,348,H,TRUE,12
2,315,H,TRUE,11
2,343,H,TRUE,12
2,311,C,FALSE,11
2,212,H,TRUE,8
2,181,C,FALSE,7
2,212,H,TRUE,8
2,192,C,FALSE,7
2,350,C,FALSE,12
2,225,H,TRUE,8
2,283,C,FALSE,10
2,313,H,TRUE,11
2,193,H,TRUE,7
2,160,C,FALSE,6
2,359,C,FALSE,12
2,315,H,TRUE,11
2,315,H,TRUE,11
2,223,C,FALSE,8
2,286,C,FALSE,10
2,301,H,TRUE,11
2,329,H,TRUE,11
2,273,C,FALSE,10
2,342,H,TRUE,12
2,314,C,FALSE,11
2,344,H,TRUE,12
2,276,H,TRUE,10
2,189,C,FALSE,7
2,248,C,FALSE,9
2,364,C,FALSE,13
2,282,C,FALSE,10
2,348,C,FALSE,12
2,242,C,FALSE,9
2,251,C,TRUE,9
2,254,C,FALSE,9
2,286,H,TRUE,10
2,286,H,TRUE,10
2,287,H,TRUE,10
2,285,H,TRUE,10
2,343,H,TRUE,12
2,311,H,TRUE,11
2,277,C,FALSE,10
2,348,C,TRUE,12
2,249,H,TRUE,9
2,220,H,TRUE,8
2,221,H,TRUE,8
2,189,C,FALSE,7
2,252,H,TRUE,9
2,248,H,TRUE,9
2,276,H,TRUE,10
2,220,C,FALSE,8
2,351,H,TRUE,12
2,317,C,FALSE,11
2,221,C,FALSE,8
2,216,H,TRUE,8
2,187,C,FALSE,7
2,217,H,TRUE,8
2,311,C,FALSE,11
2,337,C,FALSE,12
2,188,C,FALSE,7
2,249,H,TRUE,9
2,219,H,TRUE,8
2,247,H,TRUE,9
2,217,H,TRUE,8
2,218,C,FALSE,8
2,281,H,TRUE,10
2,253,H,TRUE,9
2,225,C,FALSE,8
2,258,H,TRUE,9
2,288,H,TRUE,10
2,192,C,FALSE,7
2,226,H,TRUE,8
2,254,H,TRUE,9
2,316,H,TRUE,11
2,317,H,TRUE,11
2,350,H,TRUE,12
2,286,C,FALSE,10
2,314,H,TRUE,11
2,227,C,FALSE,8
2,218,C,FALSE,8
2,341,C,TRUE,12
2,315,C,FALSE,11
2,343,C,TRUE,12
2,250,C,FALSE,9
2,255,C,FALSE,9
2,284,H,TRUE,10
2,350,H,TRUE,12
2,348,H,TRUE,12
2,319,C,FALSE,11
2,346,C,FALSE,12
2,307,C,FALSE,11
2,341,H,TRUE,12
2,310,C,FALSE,11
2,340,C,FALSE,12
2,346,C,FALSE,12
2,195,H,TRUE,7
2,162,C,FALSE,6
2,128,C,FALSE,5
2,158,H,TRUE,6
2,193,H,TRUE,7
2,161,H,TRUE,6
2,189,H,TRUE,7
2,343,C,FALSE,12
2,350,C,FALSE,12
2,340,H,TRUE,12
2,309,H,TRUE,11
2,280,C,FALSE,10
2,318,H,TRUE,11
2,288,C,FALSE,10
2,284,C,FALSE,10
2,316,H,TRUE,11
2,336,C,TRUE,12
2,342,C,FALSE,12
2,346,C,FALSE,12
2,342,C,FALSE,12
2,341,C,FALSE,12
2,254,C,FALSE,9
2,280,H,TRUE,10
2,222,C,FALSE,8
2,250,H,TRUE,9
2,308,H,TRUE,11
2,251,H,TRUE,9
2,345,H,TRUE,12
2,316,C,FALSE,11
2,342,H,TRUE,12
2,340,H,TRUE,12
2,312,C,TRUE,11
2,284,C,FALSE,10
2,349,C,FALSE,12
2,317,C,FALSE,11
2,341,H,TRUE,12
2,340,H,TRUE,12
2,309,C,FALSE,11
2,344,C,FALSE,12
2,310,C,FALSE,11
2,343,H,TRUE,12
2,343,C,FALSE,12
2,252,H,TRUE,9
2,221,C,FALSE,8
2,196,H,TRUE,7
2,192,H,TRUE,7
2,162,H,TRUE,6
2,162,H,TRUE,6
2,132,C,FALSE,5
2,305,H,TRUE,11
2,277,H,TRUE,10
2,249,C,FALSE,9
2,282,H,TRUE,10
2,311,H,TRUE,11
2,344,C,FALSE,12
2,343,C,FALSE,12
2,350,C,FALSE,12
2,344,C,FALSE,12
2,283,H,TRUE,10
2,221,H,TRUE,8
2,191,C,FALSE,7
2,313,H,TRUE,11
2,254,H,TRUE,9
2,125,H,TRUE,5
2,65,C,FALSE,3
2,98,H,TRUE,4
2,96,H,TRUE,4
2,94,H,TRUE,4
2,352,C,FALSE,12
2,227,H,TRUE,8
2,195,H,TRUE,7
2,162,C,FALSE,6
2,228,H,TRUE,8
2,130,C,FALSE,5
2,160,H,TRUE,6
2,189,H,TRUE,7
2,218,H,TRUE,8
2,158,H,TRUE,6
2,222,H,TRUE,8
2,224,H,TRUE,8
2,194,C,FALSE,7
2,346,H,TRUE,12
2,317,C,FALSE,11
2,344,C,FALSE,12
2,189,H,TRUE,7
2,159,H,TRUE,6
2,130,C,FALSE,5
2,254,C,FALSE,9
2,345,C,FALSE,12
2,282,C,FALSE,10
2,284,H,TRUE,10
2,313,H,TRUE,11
2,254,C,FALSE,9
2,283,H,TRUE,10
2,281,C,TRUE,10
2,284,H,TRUE,10
2,285,H,TRUE,10
2,254,C,FALSE,9
2,347,C,FALSE,12
2,320,H,TRUE,11
2,283,H,TRUE,10
2,253,C,FALSE,9
2,287,H,TRUE,10
2,164,C,FALSE,6
2,194,C,FALSE,7
2,280,C,FALSE,10
2,343,H,TRUE,12
2,311,H,TRUE,11
2,227,H,TRUE,8
2,193,C,FALSE,7
2,304,H,TRUE,11
2,271,C,FALSE,10
2,303,H,TRUE,11
2,304,H,TRUE,11
2,284,C,FALSE,10
2,157,H,TRUE,6
2,128,C,FALSE,5
2,350,C,FALSE,12
2,187,H,TRUE,7
2,283,C,FALSE,10
2,315,H,TRUE,11
2,335,C,TRUE,12
2,347,H,TRUE,12
2,285,C,FALSE,10
2,317,H,TRUE,11
2,244,C,FALSE,9
2,293,H,TRUE,10
2,261,C,TRUE,9
2,272,H,TRUE,10
2,192,C,FALSE,7
2,344,H,TRUE,12
2,316,H,TRUE,11
2,348,H,TRUE,12
2,284,C,FALSE,10
2,318,H,TRUE,11
2,336,H,TRUE,12
2,306,C,FALSE,11
2,339,H,TRUE,12
2,307,C,FALSE,11
2,319,C,FALSE,11
2,347,H,TRUE,12
2,317,C,FALSE,11
2,346,H,TRUE,12
2,253,H,TRUE,9
2,244,C,TRUE,9
2,252,H,TRUE,9
2,224,C,FALSE,8
2,319,C,FALSE,11
2,350,H,TRUE,12
2,278,H,TRUE,10
2,247,H,TRUE,9
2,217,C,FALSE,8
2,308,H,TRUE,11
2,346,H,TRUE,12
2,308,H,TRUE,11
2,280,C,FALSE,10
2,313,H,TRUE,11
2,227,H,TRUE,8
2,194,H,TRUE,7
2,222,H,TRUE,8
2,194,H,TRUE,7
2,161,C,FALSE,6
2,339,H,TRUE,12
2,309,C,FALSE,11
3,1,NA,FALSE,1
3,242,C,FALSE,9
3,33,H,TRUE,2
3,61,H,TRUE,3
3,264,H,TRUE,9
3,230,C,FALSE,8
3,280,C,TRUE,10
3,247,H,TRUE,9
3,219,C,FALSE,8
3,229,C,TRUE,8
3,251,H,TRUE,9
3,251,H,TRUE,9
3,248,H,TRUE,9
3,250,H,TRUE,9
3,219,C,FALSE,8
3,281,H,TRUE,10
3,311,H,TRUE,11
3,319,C,TRUE,11
3,298,C,FALSE,10
3,193,C,FALSE,7
3,350,H,TRUE,12
3,151,H,TRUE,6
3,181,H,TRUE,7
3,121,C,FALSE,5
3,320,H,TRUE,11
3,288,C,FALSE,10
3,343,C,TRUE,12
3,284,H,TRUE,10
3,279,H,TRUE,10
3,242,C,FALSE,9
3,67,C,FALSE,3
3,251,C,TRUE,9
3,228,C,FALSE,8
3,261,H,TRUE,9
3,221,C,FALSE,8
3,324,H,TRUE,11
