"ID","SIZE","HH","TYPE","TIME","S_num","I_num"
1,3,1,"0",30,NA,0
2,3,1,"E",264,NA,0
3,3,1,"E",314,NA,0
4,3,2,"E",311,NA,0
5,3,2,"E",262,NA,0
6,3,2,"E",340,NA,0
7,4,3,"E",288,NA,0
8,4,3,"E",328,NA,0
9,4,3,"E",298,NA,0
10,4,3,"E",288,NA,0
11,5,4,"E",309,NA,0
12,5,4,"E",319,NA,0
13,5,4,NA,NA,NA,0
14,5,4,NA,NA,NA,0
15,5,4,NA,NA,NA,0
16,4,5,"E",341,NA,0
17,4,5,NA,NA,NA,0
18,4,5,"E",143,NA,0
19,4,5,"E",248,NA,0
20,4,6,NA,NA,NA,0
21,4,6,"E",249,NA,0
22,4,6,NA,NA,NA,0
23,4,6,"E",NA,NA,0
24,3,7,"E",127,NA,0
25,3,7,"E",364,NA,0
26,3,7,"E",250,NA,0
27,4,8,NA,NA,NA,0
28,4,8,NA,NA,NA,0
29,4,8,NA,NA,NA,0
30,4,8,"E",210,NA,0
31,6,9,"E",361,NA,0
32,6,9,"E",359,NA,0
33,6,9,NA,NA,NA,0
34,6,9,NA,NA,NA,0
35,6,9,NA,NA,NA,0
36,6,9,NA,NA,NA,0
37,4,10,"E",272,NA,0
38,4,10,NA,NA,NA,0
39,4,10,NA,NA,NA,0
40,4,10,NA,NA,NA,0
41,5,11,NA,NA,NA,0
42,5,11,"E",323,NA,0
43,5,11,"E",273,NA,0
44,5,11,"E",261,NA,0
45,5,11,"E",195,NA,0
46,3,12,"E",241,NA,0
47,3,12,"E",236,NA,0
48,3,12,NA,NA,NA,0
49,3,13,"E",324,NA,0
50,3,13,"E",355,NA,0
51,3,13,NA,NA,NA,0
52,4,14,"E",241,NA,0
53,4,14,"E",298,NA,0
54,4,14,NA,NA,NA,0
55,4,14,"E",NA,NA,0
56,4,15,"E",271,NA,0
57,4,15,"E",NA,NA,0
58,4,15,NA,NA,NA,0
59,4,15,NA,NA,NA,0
60,3,16,"E",257,NA,0
61,3,16,"E",286,NA,0
62,3,16,"E",299,NA,0
63,3,17,"E",286,NA,0
64,3,17,"E",363,NA,0
65,3,17,NA,NA,NA,0
66,4,18,"E",236,NA,0
67,4,18,NA,NA,NA,0
68,4,18,NA,NA,NA,0
69,4,18,"E",104,NA,0
70,5,19,"E",301,NA,0
71,5,19,NA,NA,NA,0
72,5,19,NA,NA,NA,0
73,5,19,"E",322,NA,0
74,5,19,"E",313,NA,0
75,6,20,"E",269,NA,0
76,6,20,"E",343,NA,0
77,6,20,NA,NA,NA,0
78,6,20,NA,NA,NA,0
79,6,20,NA,NA,NA,0
80,6,20,"E",336,NA,0
81,6,21,"E",NA,NA,0
82,6,21,NA,NA,NA,0
83,6,21,NA,NA,NA,0
84,6,21,NA,NA,NA,0
85,6,21,"E",306,NA,0
86,6,21,NA,NA,NA,0
87,4,22,"E",305,NA,0
88,4,22,"E",NA,NA,0
89,4,22,NA,NA,NA,0
90,4,22,"E",NA,NA,0
91,5,23,NA,NA,NA,0
92,5,23,"E",NA,NA,0
93,5,23,"E",222,NA,0
94,5,23,"E",218,NA,0
95,5,23,NA,NA,NA,0
96,4,24,"E",NA,NA,0
97,4,24,NA,NA,NA,0
98,4,24,"E",283,NA,0
99,4,24,"E",332,NA,0
