"ID","SIZE","HH","TYPE","TIME","S_num","I_num"
1,5,1,"0",32,NA,0
2,5,1,"E",NA,NA,0
3,5,1,"E",360,NA,0
4,5,1,NA,NA,NA,0
5,5,1,NA,NA,NA,0
6,4,2,"E",222,NA,0
7,4,2,"E",193,NA,0
8,4,2,NA,NA,NA,0
9,4,2,NA,NA,NA,0
10,5,3,NA,NA,NA,0
11,5,3,NA,NA,NA,0
12,5,3,NA,NA,NA,0
13,5,3,"E",335,NA,0
14,5,3,"E",NA,NA,0
15,3,4,NA,NA,NA,0
16,3,4,"E",348,NA,0
17,3,4,"E",NA,NA,0
18,5,5,"E",235,NA,0
19,5,5,"E",NA,NA,0
20,5,5,"E",82,NA,0
21,5,5,NA,NA,NA,0
22,5,5,"E",325,NA,0
23,3,6,NA,NA,NA,0
24,3,6,"E",348,NA,0
25,3,6,"E",324,NA,0
26,6,7,NA,NA,NA,0
27,6,7,NA,NA,NA,0
28,6,7,"E",300,NA,0
29,6,7,NA,NA,NA,0
30,6,7,NA,NA,NA,0
31,6,7,"E",167,NA,0
32,4,8,NA,NA,NA,0
33,4,8,"E",352,NA,0
34,4,8,"E",318,NA,0
35,4,8,"E",303,NA,0
36,3,9,"E",291,NA,0
37,3,9,"E",NA,NA,0
38,3,9,"E",243,NA,0
39,5,10,NA,NA,NA,0
40,5,10,"E",NA,NA,0
41,5,10,NA,NA,NA,0
42,5,10,"E",312,NA,0
43,5,10,NA,NA,NA,0
44,3,11,NA,NA,NA,0
45,3,11,NA,NA,NA,0
46,3,11,"E",NA,NA,0
47,3,12,NA,NA,NA,0
48,3,12,NA,NA,NA,0
49,3,12,NA,NA,NA,0
50,5,13,"E",NA,NA,0
51,5,13,"E",NA,NA,0
52,5,13,NA,NA,NA,0
53,5,13,NA,NA,NA,0
54,5,13,"E",243,NA,0
55,6,14,"E",NA,NA,0
56,6,14,"E",265,NA,0
57,6,14,NA,NA,NA,0
58,6,14,"E",194,NA,0
59,6,14,"E",306,NA,0
60,6,14,"E",222,NA,0
61,5,15,NA,NA,NA,0
62,5,15,NA,NA,NA,0
63,5,15,NA,NA,NA,0
64,5,15,"E",316,NA,0
65,5,15,NA,NA,NA,0
66,4,16,"E",NA,NA,0
67,4,16,"E",186,NA,0
68,4,16,NA,NA,NA,0
69,4,16,NA,NA,NA,0
70,6,17,NA,NA,NA,0
71,6,17,NA,NA,NA,0
72,6,17,NA,NA,NA,0
73,6,17,NA,NA,NA,0
74,6,17,"E",NA,NA,0
75,6,17,NA,NA,NA,0
76,5,18,NA,NA,NA,0
77,5,18,"E",NA,NA,0
78,5,18,NA,NA,NA,0
79,5,18,NA,NA,NA,0
80,5,18,"E",307,NA,0
81,5,19,NA,NA,NA,0
82,5,19,NA,NA,NA,0
83,5,19,NA,NA,NA,0
84,5,19,NA,NA,NA,0
85,5,19,"E",NA,NA,0
86,4,20,"E",300,NA,0
87,4,20,NA,NA,NA,0
88,4,20,NA,NA,NA,0
89,4,20,"E",353,NA,0
90,5,21,NA,NA,NA,0
91,5,21,NA,NA,NA,0
92,5,21,"E",320,NA,0
93,5,21,"E",334,NA,0
94,5,21,NA,NA,NA,0
95,4,22,"E",NA,NA,0
96,4,22,NA,NA,NA,0
97,4,22,"E",343,NA,0
98,4,22,NA,NA,NA,0
99,4,23,NA,NA,NA,0
100,4,23,"E",310,NA,0
101,4,23,"E",300,NA,0
102,4,23,"E",218,NA,0
103,3,24,"E",272,NA,0
104,3,24,NA,NA,NA,0
105,3,24,NA,NA,NA,0
