"ID","SIZE","HH","TYPE","TIME","S_num","I_num"
1,3,1,"0",24,NA,0
2,3,1,NA,NA,NA,0
3,3,1,"E",269,NA,0
4,6,2,NA,NA,NA,0
5,6,2,NA,NA,NA,0
6,6,2,NA,NA,NA,0
7,6,2,NA,NA,NA,0
8,6,2,NA,NA,NA,0
9,6,2,"E",48,NA,0
10,6,3,NA,NA,NA,0
11,6,3,"E",133,NA,0
12,6,3,NA,NA,NA,0
13,6,3,NA,NA,NA,0
14,6,3,"E",207,NA,0
15,6,3,NA,NA,NA,0
16,4,4,NA,NA,NA,0
17,4,4,NA,NA,NA,0
18,4,4,"E",68,NA,0
19,4,4,"E",185,NA,0
20,3,5,"E",111,NA,0
21,3,5,NA,NA,NA,0
22,3,5,NA,NA,NA,0
23,4,6,"E",84,NA,0
24,4,6,"E",184,NA,0
25,4,6,NA,NA,NA,0
26,4,6,"E",314,NA,0
27,5,7,NA,NA,NA,0
28,5,7,NA,NA,NA,0
29,5,7,NA,NA,NA,0
30,5,7,NA,NA,NA,0
31,5,7,NA,NA,NA,0
32,4,8,"E",313,NA,0
33,4,8,NA,NA,NA,0
34,4,8,NA,NA,NA,0
35,4,8,NA,NA,NA,0
36,3,9,"E",120,NA,0
37,3,9,NA,NA,NA,0
38,3,9,"E",124,NA,0
39,3,10,NA,NA,NA,0
40,3,10,NA,NA,NA,0
41,3,10,"E",86,NA,0
42,4,11,"E",217,NA,0
43,4,11,NA,NA,NA,0
44,4,11,NA,NA,NA,0
45,4,11,NA,NA,NA,0
46,3,12,NA,NA,NA,0
47,3,12,NA,NA,NA,0
48,3,12,NA,NA,NA,0
49,3,13,NA,NA,NA,0
50,3,13,"E",207,NA,0
51,3,13,NA,NA,NA,0
52,6,14,NA,NA,NA,0
53,6,14,NA,NA,NA,0
54,6,14,NA,NA,NA,0
55,6,14,"E",82,NA,0
56,6,14,"E",248,NA,0
57,6,14,"E",202,NA,0
58,5,15,"E",236,NA,0
59,5,15,NA,NA,NA,0
60,5,15,NA,NA,NA,0
61,5,15,"E",76,NA,0
62,5,15,NA,NA,NA,0
63,4,16,NA,NA,NA,0
64,4,16,"E",231,NA,0
65,4,16,NA,NA,NA,0
66,4,16,NA,NA,NA,0
67,4,17,NA,NA,NA,0
68,4,17,"E",60,NA,0
69,4,17,"E",123,NA,0
70,4,17,NA,NA,NA,0
71,5,18,"E",132,NA,0
72,5,18,"E",23,NA,0
73,5,18,"E",193,NA,0
74,5,18,NA,NA,NA,0
75,5,18,"E",237,NA,0
76,3,19,NA,NA,NA,0
77,3,19,NA,NA,NA,0
78,3,19,NA,NA,NA,0
79,5,20,"E",260,NA,0
80,5,20,NA,NA,NA,0
81,5,20,"E",340,NA,0
82,5,20,"E",57,NA,0
83,5,20,"E",102,NA,0
84,6,21,"E",273,NA,0
85,6,21,NA,NA,NA,0
86,6,21,"E",363,NA,0
87,6,21,NA,NA,NA,0
88,6,21,NA,NA,NA,0
89,6,21,"E",125,NA,0
90,4,22,"E",56,NA,0
91,4,22,"E",69,NA,0
92,4,22,NA,NA,NA,0
93,4,22,"E",272,NA,0
94,5,23,NA,NA,NA,0
95,5,23,"E",47,NA,0
96,5,23,NA,NA,NA,0
97,5,23,"E",136,NA,0
98,5,23,"E",124,NA,0
99,4,24,NA,NA,NA,0
100,4,24,NA,NA,NA,0
101,4,24,NA,NA,NA,0
102,4,24,NA,NA,NA,0
103,3,25,"E",100,NA,0
104,3,25,NA,NA,NA,0
105,3,25,NA,NA,NA,0
106,5,26,NA,NA,NA,0
107,5,26,NA,NA,NA,0
108,5,26,NA,NA,NA,0
109,5,26,NA,NA,NA,0
110,5,26,NA,NA,NA,0
111,5,27,NA,NA,NA,0
112,5,27,NA,NA,NA,0
113,5,27,NA,NA,NA,0
114,5,27,"E",NA,NA,0
115,5,27,NA,NA,NA,0
116,4,28,"E",133,NA,0
117,4,28,"E",330,NA,0
118,4,28,"E",51,NA,0
119,4,28,NA,NA,NA,0
120,3,29,"E",180,NA,0
121,3,29,NA,NA,NA,0
122,3,29,NA,NA,NA,0
123,6,30,NA,NA,NA,0
124,6,30,NA,NA,NA,0
125,6,30,NA,NA,NA,0
126,6,30,"E",266,NA,0
127,6,30,NA,NA,NA,0
128,6,30,NA,NA,NA,0
129,4,31,NA,NA,NA,0
130,4,31,NA,NA,NA,0
131,4,31,NA,NA,NA,0
132,4,31,NA,NA,NA,0
133,6,32,"E",159,NA,0
134,6,32,NA,NA,NA,0
135,6,32,NA,NA,NA,0
136,6,32,"E",193,NA,0
137,6,32,NA,NA,NA,0
138,6,32,NA,NA,NA,0
139,3,33,NA,NA,NA,0
140,3,33,"E",71,NA,0
141,3,33,"E",55,NA,0
142,5,34,NA,NA,NA,0
143,5,34,NA,NA,NA,0
144,5,34,NA,NA,NA,0
145,5,34,"E",223,NA,0
146,5,34,NA,NA,NA,0
147,3,35,"E",154,NA,0
148,3,35,NA,NA,NA,0
149,3,35,NA,NA,NA,0
150,4,36,NA,NA,NA,0
151,4,36,"E",289,NA,0
152,4,36,NA,NA,NA,0
153,4,36,NA,NA,NA,0
154,3,37,NA,NA,NA,0
155,3,37,"E",342,NA,0
156,3,37,NA,NA,NA,0
157,6,38,NA,NA,NA,0
158,6,38,NA,NA,NA,0
159,6,38,NA,NA,NA,0
160,6,38,"E",315,NA,0
161,6,38,NA,NA,NA,0
162,6,38,NA,NA,NA,0
163,5,39,NA,NA,NA,0
164,5,39,"E",290,NA,0
165,5,39,NA,NA,NA,0
166,5,39,"E",325,NA,0
167,5,39,NA,NA,NA,0
168,5,40,NA,NA,NA,0
169,5,40,NA,NA,NA,0
170,5,40,NA,NA,NA,0
171,5,40,NA,NA,NA,0
172,5,40,NA,NA,NA,0
173,4,41,NA,NA,NA,0
174,4,41,NA,NA,NA,0
175,4,41,NA,NA,NA,0
176,4,41,"E",NA,NA,0
177,4,42,NA,NA,NA,0
178,4,42,NA,NA,NA,0
179,4,42,NA,NA,NA,0
180,4,42,NA,NA,NA,0
181,3,43,NA,NA,NA,0
182,3,43,NA,NA,NA,0
183,3,43,NA,NA,NA,0
184,6,44,NA,NA,NA,0
185,6,44,NA,NA,NA,0
186,6,44,"E",61,NA,0
187,6,44,"E",92,NA,0
188,6,44,NA,NA,NA,0
189,6,44,NA,NA,NA,0
190,4,45,"E",64,NA,0
191,4,45,"E",NA,NA,0
192,4,45,NA,NA,NA,0
193,4,45,"E",260,NA,0
194,6,46,NA,NA,NA,0
195,6,46,NA,NA,NA,0
196,6,46,NA,NA,NA,0
197,6,46,NA,NA,NA,0
198,6,46,NA,NA,NA,0
199,6,46,NA,NA,NA,0
200,3,47,NA,NA,NA,0
201,3,47,NA,NA,NA,0
202,3,47,NA,NA,NA,0
203,4,48,NA,NA,NA,0
204,4,48,"E",180,NA,0
205,4,48,NA,NA,NA,0
206,4,48,"E",151,NA,0
207,4,49,NA,NA,NA,0
208,4,49,NA,NA,NA,0
209,4,49,NA,NA,NA,0
210,4,49,"E",194,NA,0
211,6,50,"E",199,NA,0
212,6,50,NA,NA,NA,0
213,6,50,NA,NA,NA,0
214,6,50,NA,NA,NA,0
215,6,50,NA,NA,NA,0
216,6,50,"E",258,NA,0
217,6,51,NA,NA,NA,0
218,6,51,"E",339,NA,0
219,6,51,"E",259,NA,0
220,6,51,NA,NA,NA,0
221,6,51,"E",NA,NA,0
222,6,51,NA,NA,NA,0
223,5,52,NA,NA,NA,0
224,5,52,NA,NA,NA,0
225,5,52,NA,NA,NA,0
226,5,52,"E",97,NA,0
227,5,52,NA,NA,NA,0
228,3,53,"E",291,NA,0
229,3,53,NA,NA,NA,0
230,3,53,NA,NA,NA,0
231,3,54,NA,NA,NA,0
232,3,54,NA,NA,NA,0
233,3,54,"E",279,NA,0
234,6,55,NA,NA,NA,0
235,6,55,NA,NA,NA,0
236,6,55,NA,NA,NA,0
237,6,55,NA,NA,NA,0
238,6,55,"E",176,NA,0
239,6,55,"E",62,NA,0
240,3,56,"E",126,NA,0
241,3,56,"E",322,NA,0
242,3,56,NA,NA,NA,0
243,5,57,NA,NA,NA,0
244,5,57,NA,NA,NA,0
245,5,57,"E",121,NA,0
246,5,57,NA,NA,NA,0
247,5,57,NA,NA,NA,0
248,4,58,"E",263,NA,0
249,4,58,NA,NA,NA,0
250,4,58,"E",105,NA,0
251,4,58,NA,NA,NA,0
252,4,59,"E",174,NA,0
253,4,59,"E",124,NA,0
254,4,59,NA,NA,NA,0
255,4,59,NA,NA,NA,0
256,5,60,NA,NA,NA,0
257,5,60,NA,NA,NA,0
258,5,60,NA,NA,NA,0
259,5,60,NA,NA,NA,0
260,5,60,NA,NA,NA,0
261,4,61,"E",NA,NA,0
262,4,61,"E",44,NA,0
263,4,61,NA,NA,NA,0
264,4,61,NA,NA,NA,0
265,5,62,"E",297,NA,0
266,5,62,NA,NA,NA,0
267,5,62,NA,NA,NA,0
268,5,62,NA,NA,NA,0
269,5,62,NA,NA,NA,0
270,4,63,NA,NA,NA,0
271,4,63,"E",98,NA,0
272,4,63,NA,NA,NA,0
273,4,63,"E",254,NA,0
274,3,64,"E",59,NA,0
275,3,64,NA,NA,NA,0
276,3,64,NA,NA,NA,0
277,6,65,"E",128,NA,0
278,6,65,NA,NA,NA,0
279,6,65,"E",129,NA,0
280,6,65,NA,NA,NA,0
281,6,65,"E",324,NA,0
282,6,65,NA,NA,NA,0
283,4,66,NA,NA,NA,0
284,4,66,NA,NA,NA,0
285,4,66,"E",251,NA,0
286,4,66,NA,NA,NA,0
287,5,67,"E",229,NA,0
288,5,67,NA,NA,NA,0
289,5,67,NA,NA,NA,0
290,5,67,NA,NA,NA,0
291,5,67,NA,NA,NA,0
292,6,68,NA,NA,NA,0
293,6,68,NA,NA,NA,0
294,6,68,"E",163,NA,0
295,6,68,NA,NA,NA,0
296,6,68,"E",NA,NA,0
297,6,68,"E",156,NA,0
298,3,69,NA,NA,NA,0
299,3,69,NA,NA,NA,0
300,3,69,NA,NA,NA,0
301,6,70,"E",253,NA,0
302,6,70,"E",226,NA,0
303,6,70,NA,NA,NA,0
304,6,70,NA,NA,NA,0
305,6,70,NA,NA,NA,0
306,6,70,NA,NA,NA,0
307,4,71,NA,NA,NA,0
308,4,71,"E",128,NA,0
309,4,71,NA,NA,NA,0
310,4,71,NA,NA,NA,0
311,3,72,NA,NA,NA,0
312,3,72,"E",207,NA,0
313,3,72,NA,NA,NA,0
314,5,73,NA,NA,NA,0
315,5,73,NA,NA,NA,0
316,5,73,NA,NA,NA,0
317,5,73,"E",346,NA,0
318,5,73,NA,NA,NA,0
319,6,74,NA,NA,NA,0
320,6,74,NA,NA,NA,0
321,6,74,NA,NA,NA,0
322,6,74,"E",302,NA,0
323,6,74,"E",75,NA,0
324,6,74,NA,NA,NA,0
325,5,75,NA,NA,NA,0
326,5,75,"E",146,NA,0
327,5,75,NA,NA,NA,0
328,5,75,"E",277,NA,0
329,5,75,"E",56,NA,0
330,3,76,NA,NA,NA,0
331,3,76,NA,NA,NA,0
332,3,76,"E",157,NA,0
333,3,77,NA,NA,NA,0
334,3,77,"E",204,NA,0
335,3,77,NA,NA,NA,0
336,5,78,NA,NA,NA,0
337,5,78,NA,NA,NA,0
338,5,78,NA,NA,NA,0
339,5,78,NA,NA,NA,0
340,5,78,NA,NA,NA,0
341,4,79,"E",288,NA,0
342,4,79,NA,NA,NA,0
343,4,79,NA,NA,NA,0
344,4,79,NA,NA,NA,0
345,5,80,"E",353,NA,0
346,5,80,NA,NA,NA,0
347,5,80,NA,NA,NA,0
348,5,80,NA,NA,NA,0
349,5,80,"E",330,NA,0
350,6,81,NA,NA,NA,0
