"V1","V2","V3"
0.207547169811321,0.169811320754717,0.0405833675316065
0.138888888888889,0.138888888888889,0.0492342662111185
0.325,0.25,0.0627812211187443
0.170731707317073,0.170731707317073,0.0485248120027208
0.177777777777778,0.111111111111111,0.0285148436017463
0.314814814814815,0.277777777777778,0.074878438901913
0.0909090909090909,0.0606060606060606,0.0179856093840731
0.181818181818182,0.121212121212121,0.0909361109675371
0.189189189189189,0.162162162162162,0.0645080452987276
0.171428571428571,0.228571428571429,0.086720895243465
0.210526315789474,0.210526315789474,0.0393750606517158
0.157894736842105,0.131578947368421,0.0534193779433021
0.235294117647059,0.235294117647059,0.120277856996461
0.282608695652174,0.195652173913043,0.0541064364774092
0.275,0.225,0.101404093036807
0.163934426229508,0.114754098360656,0.0397420658111548
0.142857142857143,0.119047619047619,0.0552207682534437
0.292682926829268,0.268292682926829,0.0896289612388509
0.171428571428571,0.114285714285714,0.0507288287479568
0.25,0.25,0.0737132086678195
0.204545454545455,0.181818181818182,0.0375442134095871
0.1875,0.15625,0.053717046011704
0.204081632653061,0.204081632653061,0.0536727487927353
0.26530612244898,0.244897959183673,0.0659413909997524
0.142857142857143,0.0857142857142857,0.0105857470195165
0.229166666666667,0.166666666666667,0.0456690342778305
0.24390243902439,0.268292682926829,0.0766378161394738
0.121951219512195,0.121951219512195,0.0529948682423842
0.227272727272727,0.181818181818182,0.0266693622506939
0.326086956521739,0.239130434782609,0.0562719409939656
0.285714285714286,0.257142857142857,0.114118977001891
0.261904761904762,0.238095238095238,0.0828995825077057
0.274509803921569,0.235294117647059,0.0273458991133842
0.258064516129032,0.258064516129032,0.124916390181553
0.30952380952381,0.214285714285714,0.0761261042988977
0.307692307692308,0.282051282051282,0.069203400403191
0.179487179487179,0.153846153846154,0.0580005161985114
0.302325581395349,0.255813953488372,0.066347708670879
0.326530612244898,0.285714285714286,0.0681761240781813
0.153846153846154,0.134615384615385,0.0230782260004265
0.211538461538462,0.153846153846154,0.0294696665526475
0.24,0.18,0.0193051610414997
0.244444444444444,0.2,0.0384460980492642
0.177777777777778,0.244444444444444,0.0574463533771517
0.102564102564103,0.102564102564103,0.0435473664242289
0.2,0.142857142857143,0.13506457905439
0.26,0.26,0.0578983203014251
0.171428571428571,0.114285714285714,0.0379436986699295
0.306122448979592,0.306122448979592,0.125056757384184
0.321428571428571,0.285714285714286,0.0615169082303386
0.216216216216216,0.189189189189189,0.0505394086860719
0.288888888888889,0.244444444444444,0.105148870931524
0.2,0.18,0.062215107349845
0.256410256410256,0.205128205128205,0.0779101009499104
0.18,0.16,0.0505320362209227
0.0833333333333333,0.0833333333333333,0.0526525397934096
0.225,0.15,0.0666951613239708
0.2,0.142857142857143,0.0379996002328381
0.260869565217391,0.195652173913043,0.042270924287304
0.119047619047619,0.119047619047619,0.0265744293134412
0.184210526315789,0.131578947368421,0.067726536182399
0.209302325581395,0.186046511627907,0.0367840019545427
0.266666666666667,0.177777777777778,0.0385797542732725
0.217391304347826,0.173913043478261,0.0583540464537698
0.148148148148148,0.0740740740740741,0.0263783936877135
0.102564102564103,0.0769230769230769,0.0154448247510436
0.388888888888889,0.361111111111111,0.0551153652466496
0.150943396226415,0.150943396226415,0.0552165910229129
0.146341463414634,0.0975609756097561,0.0422912753979958
0.178571428571429,0.142857142857143,0.08866033507787
0.138888888888889,0.111111111111111,0.060897030262305
0.2,0.175,0.0559717623286762
0.179487179487179,0.128205128205128,0.0563719266546217
0.0689655172413793,0.0344827586206897,0.00742794758547117
0.175,0.15,0.0288410375254244
0.283018867924528,0.150943396226415,0.0355591990476458
0.218181818181818,0.2,0.0471012042887982
0.214285714285714,0.19047619047619,0.0526021691505871
0.196428571428571,0.178571428571429,0.0519890096007002
0.25,0.166666666666667,0.0487783508597157
0.310344827586207,0.293103448275862,0.0555760637107426
0.153846153846154,0.102564102564103,0.0283754043061397
0.191489361702128,0.170212765957447,0.0382493380608478
