"","V1","V2","V3"
"1",0.2265625,0.18359375,0.0134288717987825
"2",0.205298013245033,0.218543046357616,0.0127838014925763
"3",0.17910447761194,0.201492537313433,0.0122449832681486
"4",0.219745222929936,0.178343949044586,0.00842657267379322
"5",0.20863309352518,0.140287769784173,0.00981977260601251
"6",0.259475218658892,0.186588921282799,0.0114635326191636
"7",0.219435736677116,0.200626959247649,0.0105909849505832
"8",0.216393442622951,0.255737704918033,0.00990317704374047
"9",0.201298701298701,0.152597402597403,0.0130687858148994
"10",0.284697508896797,0.153024911032028,0.0141820403032374
"11",0.184027777777778,0.128472222222222,0.0077794609685341
"12",0.186666666666667,0.213333333333333,0.0113033320849005
"13",0.198473282442748,0.244274809160305,0.010755393119812
"14",0.201892744479495,0.201892744479495,0.0102245287541489
"15",0.216129032258065,0.170967741935484,0.0165890744315843
"16",0.186619718309859,0.23943661971831,0.0126950869275378
"17",0.215686274509804,0.202614379084967,0.0108737735862101
"18",0.247457627118644,0.227118644067797,0.0102382796997019
"19",0.222222222222222,0.219047619047619,0.0106361744091401
"20",0.223684210526316,0.296052631578947,0.00968780740564376
"21",0.227272727272727,0.201298701298701,0.012134294983541
"22",0.232876712328767,0.226027397260274,0.0143014140916665
"23",0.190972222222222,0.190972222222222,0.0101082022702065
"24",0.19435736677116,0.184952978056426,0.00911858678211116
"25",0.215827338129496,0.136690647482014,0.00942269058230489
"26",0.213414634146341,0.128048780487805,0.00910493109490298
"27",0.183206106870229,0.114503816793893,0.00885548772313004
"28",0.231884057971014,0.231884057971014,0.0144962457167141
"29",0.175084175084175,0.222222222222222,0.00841632302094552
"30",0.195286195286195,0.168350168350168,0.0120385608275656
"31",0.260233918128655,0.134502923976608,0.012664436556021
"32",0.240677966101695,0.193220338983051,0.0100591816059389
"33",0.220447284345048,0.188498402555911,0.0123266764939524
"34",0.19,0.23,0.00877820684664334
"35",0.209621993127148,0.192439862542955,0.0131110582812248
"36",0.222222222222222,0.205387205387205,0.0110833406159061
"37",0.194805194805195,0.168831168831169,0.010277935531521
"38",0.223367697594502,0.140893470790378,0.0164273074301132
"39",0.240282685512367,0.162544169611307,0.0158063888131663
"40",0.218855218855219,0.279461279461279,0.0134159083437887
"41",0.189655172413793,0.206896551724138,0.0076191797269111
"42",0.180327868852459,0.170491803278689,0.0105206134612794
"43",0.212014134275618,0.180212014134276,0.0116237249188124
"44",0.225165562913907,0.188741721854305,0.00859479219906736
"45",0.197492163009404,0.231974921630094,0.00708277468246257
"46",0.195876288659794,0.223367697594502,0.0128921845522698
"47",0.209459459459459,0.0743243243243243,0.00975350264815329
"48",0.221498371335505,0.182410423452769,0.00891754416736821
"49",0.189964157706093,0.157706093189964,0.0120662771350606
"50",0.190647482014388,0.140287769784173,0.0100249544696249
"51",0.258358662613982,0.212765957446809,0.0141437096919838
"52",0.228668941979522,0.180887372013652,0.0113101531877996
"53",0.267477203647416,0.164133738601824,0.0128384058724027
"54",0.23134328358209,0.186567164179104,0.0111434064444138
"55",0.20265780730897,0.199335548172757,0.0130143970865368
"56",0.210169491525424,0.101694915254237,0.0110471540418659
"57",0.229681978798587,0.204946996466431,0.0148010862203948
"58",0.232323232323232,0.208754208754209,0.0125404068039676
"59",0.235880398671096,0.219269102990033,0.0131014460419011
"60",0.219931271477663,0.264604810996564,0.0103973420388528
"61",0.204460966542751,0.204460966542751,0.0106381269804429
"62",0.189285714285714,0.257142857142857,0.0105277019059138
"63",0.197952218430034,0.197952218430034,0.0104123557587606
"64",0.26625386996904,0.238390092879257,0.0127863753322514
"65",0.240677966101695,0.145762711864407,0.0117510494796457
"66",0.263157894736842,0.213815789473684,0.013067443737448
"67",0.193220338983051,0.223728813559322,0.0124180222361314
"68",0.165467625899281,0.18705035971223,0.0085102929969122
"69",0.208754208754209,0.208754208754209,0.0131944030318918
"70",0.242811501597444,0.230031948881789,0.0127683663860712
"71",0.247678018575851,0.18266253869969,0.0113055152812631
"72",0.259146341463415,0.210365853658537,0.0152701987416641
"73",0.214035087719298,0.136842105263158,0.0189026476397213
"74",0.240131578947368,0.226973684210526,0.0105335276019077
"75",0.243986254295533,0.223367697594502,0.0151064307398501
"76",0.217948717948718,0.150641025641026,0.0093246754225836
"77",0.173913043478261,0.153846153846154,0.0101703726815794
"78",0.228915662650602,0.140562248995984,0.0131850009469316
"79",0.206766917293233,0.214285714285714,0.0126086074995334
"80",0.246913580246914,0.216049382716049,0.0112373002808862
"81",0.201365187713311,0.25938566552901,0.0124420875217618
"82",0.203571428571429,0.15,0.0141088636985519
"83",0.202952029520295,0.180811808118081,0.0119989399959337
