"ID" "SIZE" "HH" "TYPE" "TIME" "S_num" "I_num"
"58" 58 6 13 "E" 136 1 0
"59" 59 6 13 "E" 200 0 0
"60" 60 6 13 "E" 92 3 0
"61" 61 6 14 "E" 57 0 0
"62" 62 6 14 "E" 61 0 0
"63" 63 6 14 "E" 89 0 0
"64" 64 6 14 "E" 35 1 0
"65" 65 6 14 "E" 47 1 0
"66" 66 6 14 "E" 23 3 1
"67" 67 5 15 "E" 171 0 0
"68" 68 5 15 "E" 92 1 0
"69" 69 5 15 "E" 80 1 0
"70" 70 5 15 "E" 78 1 0
"71" 71 5 15 "E" 94 1 0
"72" 72 4 16 "E" 30 2 1
"73" 73 4 16 "E" 65 1 0
"74" 74 4 16 "E" 37 1 0
"75" 75 4 16 "E" 171 0 0
"76" 76 5 17 "E" 115 2 0
"77" 77 5 17 "E" 232 1 0
"78" 78 5 17 "E" 361 0 0
"79" 79 5 17 "E" 39 4 0
"80" 80 5 17 "E" 134 2 0
"81" 81 3 18 "E" 79 1 0
"82" 82 3 18 "E" 124 0 0
"83" 83 3 18 "E" 59 1 0
"84" 84 6 19 "E" 52 4 0
"85" 85 6 19 "E" 180 1 0
"86" 86 6 19 "E" 255 0 0
"87" 87 6 19 "E" 28 4 0
"88" 88 6 19 "E" 111 2 0
"89" 89 6 19 "E" 77 3 0
"90" 90 6 20 "E" 138 3 0
"91" 91 6 20 "E" 163 2 0
"92" 92 6 20 "E" 110 4 0
"93" 93 6 20 NA NA NA 0
"94" 94 6 20 NA NA NA 0
"95" 95 6 20 "E" 55 5 1
"96" 96 5 21 "E" 259 0 0
"97" 97 5 21 "E" 187 1 0
"98" 98 5 21 "E" 176 1 0
"99" 99 5 21 "E" 170 1 0
"100" 100 5 21 "E" 74 4 0
"101" 101 5 22 "E" 102 2 0
"102" 102 5 22 "E" 99 2 0
"103" 103 5 22 "E" 310 0 0
"104" 104 5 22 "E" 325 0 0
"105" 105 5 22 "E" 45 4 0
"106" 106 4 23 "E" 121 1 0
"107" 107 4 23 "E" 193 0 0
"108" 108 4 23 "E" 39 3 0
"109" 109 4 23 "E" 83 1 0
"110" 110 6 24 "E" 40 5 0
"111" 111 6 24 "E" 295 0 0
"112" 112 6 24 "E" 303 0 0
"113" 113 6 24 "E" 105 3 0
"114" 114 6 24 "E" 181 2 0
"115" 115 6 24 "E" 82 3 0
"116" 116 5 25 "E" 83 2 0
"117" 117 5 25 "E" 271 1 0
"118" 118 5 25 "E" 47 3 0
"119" 119 5 25 NA NA NA 0
"120" 120 5 25 "E" 19 4 1
"121" 121 5 26 "E" 133 3 0
"122" 122 5 26 "E" 212 1 0
"123" 123 5 26 "E" 171 2 0
"124" 124 5 26 NA NA NA 0
"125" 125 5 26 "E" 116 3 0
"126" 126 5 27 "E" 72 2 0
"127" 127 5 27 "E" 283 0 0
"128" 128 5 27 "E" 95 2 0
"129" 129 5 27 "E" 151 1 0
"130" 130 5 27 "E" 48 3 0
"131" 131 3 28 "E" 128 1 0
"132" 132 3 28 "E" 184 0 0
"133" 133 3 28 "E" 79 2 0
"134" 134 3 29 "E" 49 2 0
"135" 135 3 29 "E" 107 1 0
"136" 136 3 29 "E" 224 0 0
"137" 137 3 30 "E" 123 1 0
"138" 138 3 30 "E" 335 0 0
"139" 139 3 30 "E" 108 1 0
"140" 140 4 31 "E" 124 1 0
"141" 141 4 31 "E" 53 1 0
"142" 142 4 31 "E" 275 0 0
"143" 143 4 31 "E" 69 1 0
"144" 144 4 32 "E" 82 2 1
"145" 145 4 32 "E" 119 0 0
"146" 146 4 32 "E" 108 0 0
"147" 147 4 32 "E" 126 0 0
"148" 148 5 33 "E" 301 0 0
"149" 149 5 33 "E" 44 2 0
"150" 150 5 33 "E" 31 2 0
"151" 151 5 33 "E" 199 1 0
"152" 152 5 33 "E" 33 2 0
"153" 153 6 34 "E" 112 2 0
"154" 154 6 34 "E" 234 0 0
"155" 155 6 34 "E" 48 3 0
"156" 156 6 34 "E" 168 1 0
"157" 157 6 34 "E" 42 4 1
"158" 158 6 34 "E" 100 2 0
"159" 159 3 35 "E" 22 2 0
"160" 160 3 35 "E" 176 0 0
"161" 161 3 35 "E" 96 1 0
"162" 162 4 36 "E" 113 0 0
"163" 163 4 36 "E" 55 3 1
"164" 164 4 36 "E" 112 0 0
"165" 165 4 36 "E" 113 0 0
"166" 166 6 37 "E" 262 0 0
"167" 167 6 37 "E" 209 1 0
"168" 168 6 37 "E" 40 4 0
"169" 169 6 37 "E" 41 4 0
"170" 170 6 37 "E" 152 3 0
"171" 171 6 37 "E" 203 1 0
"172" 172 6 38 "E" 58 1 0
"173" 173 6 38 "E" 62 1 0
"174" 174 6 38 "E" 115 0 0
"175" 175 6 38 "E" 45 3 1
"176" 176 6 38 "E" 69 1 0
"177" 177 6 38 "E" 143 0 0
"178" 178 4 39 "E" 60 1 0
"179" 179 4 39 "E" 73 1 0
"180" 180 4 39 "E" 312 0 0
"181" 181 4 39 "E" 102 1 0
"182" 182 5 40 "E" 222 0 0
"183" 183 5 40 "E" 164 0 0
"184" 184 5 40 "E" 192 0 0
"185" 185 5 40 "E" 136 2 1
"186" 186 5 40 "E" 172 0 0
"187" 187 5 41 "E" 39 3 0
"188" 188 5 41 "E" 163 1 0
"189" 189 5 41 "E" 261 0 0
"190" 190 5 41 "E" 46 3 0
"191" 191 5 41 "E" 178 1 0
"192" 192 5 42 "E" 63 1 0
"193" 193 5 42 "E" 74 1 0
"194" 194 5 42 "E" 319 0 0
"195" 195 5 42 "E" 79 1 0
"196" 196 5 42 "E" 41 3 2
"197" 197 3 43 "E" 189 0 0
"198" 198 3 43 "E" 173 1 1
"199" 199 3 43 "E" 73 2 0
"200" 200 4 44 "E" 79 2 1
"201" 201 4 44 "E" 105 0 0
"202" 202 4 44 "E" 113 0 0
"203" 203 4 44 "E" 50 3 0
"204" 204 6 45 "E" 174 0 0
"205" 205 6 45 "E" 34 3 0
"206" 206 6 45 "E" 58 2 0
"207" 207 6 45 "E" 49 3 1
"208" 208 6 45 "E" 104 1 0
"209" 209 6 45 "E" 92 1 0
"210" 210 5 46 "E" 52 3 0
"211" 211 5 46 "E" 73 2 0
"212" 212 5 46 "E" 152 1 0
"213" 213 5 46 "E" 80 2 0
"214" 214 5 46 "E" 328 0 0
"215" 215 5 47 "E" 84 1 0
"216" 216 5 47 "E" 180 0 0
"217" 217 5 47 "E" 82 1 0
"218" 218 5 47 "E" 35 3 0
"219" 219 5 47 "E" 54 3 1
"220" 220 5 48 "E" 37 0 0
"221" 221 5 48 "E" 58 0 0
"222" 222 5 48 "E" 71 0 0
"223" 223 5 48 "E" 99 0 0
"224" 224 5 48 "E" 84 0 0
"225" 225 3 49 "E" 137 0 0
"226" 226 3 49 "E" 89 1 0
"227" 227 3 49 "E" 49 2 1
"228" 228 6 50 "E" 49 4 0
"229" 229 6 50 "E" 334 0 0
"230" 230 6 50 "E" 85 3 1
"231" 231 6 50 "E" 62 3 0
"232" 232 6 50 "E" 106 2 0
"233" 233 6 50 "E" 183 1 0
"234" 234 4 51 "E" 60 2 1
"235" 235 4 51 "E" 259 0 0
"236" 236 4 51 "E" 101 1 0
"237" 237 4 51 "E" 135 1 0
"238" 238 6 52 "E" 96 2 0
"239" 239 6 52 "E" 103 2 0
"240" 240 6 52 "E" 191 0 0
"241" 241 6 52 "E" 187 0 0
"242" 242 6 52 "E" 23 4 0
"243" 243 6 52 "E" 37 4 0
"244" 244 3 53 "E" 44 0 0
"245" 245 3 53 "E" 38 0 0
"246" 246 3 53 "E" 71 0 0
"247" 247 6 54 "E" 232 0 0
"248" 248 6 54 "E" 99 2 0
"249" 249 6 54 "E" 143 1 0
"250" 250 6 54 "E" 190 1 0
"251" 251 6 54 "E" 51 4 0
"252" 252 6 54 "E" 73 4 0
"253" 253 5 55 "E" 282 0 0
"254" 254 5 55 "E" 191 1 0
"255" 255 5 55 "E" 139 1 0
"256" 256 5 55 "E" 70 3 0
"257" 257 5 55 "E" 66 3 0
"258" 258 4 56 "E" 51 2 1
"259" 259 4 56 "E" 80 1 0
"260" 260 4 56 "E" 91 1 0
"261" 261 4 56 "E" 184 0 0
"262" 262 3 57 "E" 203 0 0
"263" 263 3 57 "E" 69 1 0
"264" 264 3 57 "E" 63 1 0
"265" 265 4 58 "E" 55 3 0
"266" 266 4 58 "E" 159 1 0
"267" 267 4 58 "E" 347 0 0
"268" 268 4 58 "E" 161 1 0
"269" 269 3 59 "E" 169 0 0
"270" 270 3 59 "E" 115 1 0
"271" 271 3 59 "E" 43 2 0
"272" 272 5 60 "E" 26 4 1
"273" 273 5 60 "E" 198 0 0
"274" 274 5 60 "E" 132 1 0
"275" 275 5 60 "E" 129 1 0
"276" 276 5 60 "E" 64 3 0
"277" 277 5 61 NA NA NA 0
"278" 278 5 61 "E" 114 2 0
"279" 279 5 61 "E" 163 1 0
"280" 280 5 61 "E" 68 3 0
"281" 281 5 61 "E" 135 1 0
"282" 282 4 62 "E" 156 1 0
"283" 283 4 62 "E" 303 0 0
"284" 284 4 62 "E" 29 3 0
"285" 285 4 62 "E" 103 2 0
"286" 286 6 63 "E" 62 3 1
"287" 287 6 63 "E" 119 0 0
"288" 288 6 63 "E" 52 4 0
"289" 289 6 63 "E" 85 0 0
"290" 290 6 63 "E" 86 0 0
"291" 291 6 63 "E" 105 0 0
"292" 292 5 64 "E" 192 0 0
"293" 293 5 64 "E" 80 2 0
"294" 294 5 64 "E" 103 2 0
"295" 295 5 64 "E" 34 4 0
"296" 296 5 64 "E" 183 0 0
"297" 297 4 65 "E" 29 3 0
"298" 298 4 65 "E" 119 0 0
"299" 299 4 65 "E" 138 0 0
"300" 300 4 65 "E" 127 0 0
"301" 301 5 66 "E" 30 2 1
"302" 302 5 66 "E" 38 1 0
"303" 303 5 66 "E" 93 0 0
"304" 304 5 66 "E" 58 1 0
"305" 305 5 66 "E" 47 1 0
"306" 306 4 67 "E" 83 0 0
"307" 307 4 67 "E" 102 0 0
"308" 308 4 67 "E" 42 1 0
"309" 309 4 67 "E" 70 0 0
"310" 310 3 68 "E" 194 0 0
"311" 311 3 68 "E" 214 0 0
"312" 312 3 68 "E" 93 2 0
"313" 313 6 69 "E" 17 3 0
"314" 314 6 69 "E" 57 3 0
"315" 315 6 69 "E" 228 0 0
"316" 316 6 69 "E" 112 2 0
"317" 317 6 69 "E" 81 3 0
"318" 318 6 69 "E" 169 0 0
"319" 319 4 70 "E" 55 2 0
"320" 320 4 70 "E" 174 0 0
"321" 321 4 70 "E" 86 2 0
"322" 322 4 70 "E" 142 0 0
"323" 323 6 71 "E" 98 4 0
"324" 324 6 71 "E" 145 2 0
"325" 325 6 71 "E" 280 0 0
"326" 326 6 71 "E" 210 1 0
"327" 327 6 71 "E" 166 2 1
"328" 328 6 71 "E" 150 2 0
"329" 329 4 72 "E" 134 0 0
"330" 330 4 72 "E" 38 3 0
"331" 331 4 72 "E" 111 0 0
"332" 332 4 72 "E" 106 0 0
"333" 333 4 73 "E" 94 1 0
"334" 334 4 73 "E" 279 0 0
"335" 335 4 73 "E" 49 1 0
"336" 336 4 73 "E" 74 1 0
"337" 337 5 74 "E" 132 1 0
"338" 338 5 74 "E" 130 1 0
"339" 339 5 74 NA NA NA 0
"340" 340 5 74 "E" 175 1 0
"341" 341 5 74 "E" 123 2 1
"342" 342 5 75 "E" 153 1 0
"343" 343 5 75 "E" 181 1 0
"344" 344 5 75 NA NA NA 0
"345" 345 5 75 "E" 63 4 0
"346" 346 5 75 "E" 149 1 0
"347" 347 3 76 "E" 162 0 0
"348" 348 3 76 "E" 177 0 0
"349" 349 3 76 "E" 128 2 0
"350" 350 3 77 "E" 56 0 0
"351" 351 3 77 "E" 33 2 0
"352" 352 3 77 "E" 63 0 0
"353" 353 4 78 "E" 37 2 0
"354" 354 4 78 "E" 129 0 0
"355" 355 4 78 "E" 40 2 0
"356" 356 4 78 "E" 84 1 0
"357" 357 6 79 "E" 107 0 0
"358" 358 6 79 "E" 67 3 1
"359" 359 6 79 "E" 129 0 0
"360" 360 6 79 "E" 33 5 0
"361" 361 6 79 "E" 101 0 0
"362" 362 6 79 "E" 101 0 0
"363" 363 6 80 "E" 58 3 0
"364" 364 6 80 "E" 183 1 0
"365" 365 6 80 "E" 30 4 0
"366" 366 6 80 "E" 40 4 1
"367" 367 6 80 "E" 139 2 1
"368" 368 6 80 "E" 251 0 0
"369" 369 6 81 "E" 105 0 0
"370" 370 6 81 "E" 89 0 0
"371" 371 6 81 "E" 37 4 1
"372" 372 6 81 "E" 53 2 0
"373" 373 6 81 "E" 51 2 0
"374" 374 6 81 "E" 72 0 0
"375" 375 3 82 "E" 119 2 1
"376" 376 3 82 "E" 247 0 0
"377" 377 3 82 "E" 149 1 0
"378" 378 6 83 NA NA NA 0
"379" 379 6 83 "E" 69 3 0
"380" 380 6 83 "E" 83 3 0
"381" 381 6 83 "E" 129 2 0
"382" 382 6 83 "E" 338 1 0
"383" 383 6 83 "E" 29 5 0
"384" 384 3 84 "E" 40 2 0
"385" 385 3 84 "E" 130 1 0
"386" 386 3 84 "E" 166 0 0
"387" 387 6 85 "E" 98 3 1
"388" 388 6 85 "E" 120 2 0
"389" 389 6 85 "E" 141 2 0
"390" 390 6 85 "E" 304 0 0
"391" 391 6 85 "E" 222 1 0
"392" 392 6 85 "E" 69 4 0
"393" 393 6 86 "E" 205 0 0
"394" 394 6 86 "E" 174 1 0
"395" 395 6 86 "E" 102 4 0
"396" 396 6 86 "E" 176 1 0
"397" 397 6 86 "E" 220 0 0
"398" 398 6 86 "E" 84 4 0
"399" 399 5 87 "E" 110 2 0
"400" 400 5 87 "E" 353 0 0
"401" 401 5 87 "E" 91 2 0
"402" 402 5 87 "E" 67 3 1
"403" 403 5 87 "E" 271 1 0
"404" 404 6 88 "E" 254 0 0
"405" 405 6 88 "E" 92 2 0
"406" 406 6 88 "E" 104 2 0
"407" 407 6 88 "E" 68 5 2
"408" 408 6 88 "E" 169 1 0
"409" 409 6 88 "E" 109 2 0
"410" 410 6 89 "E" 74 3 0
"411" 411 6 89 "E" 109 2 0
"412" 412 6 89 "E" 174 0 0
"413" 413 6 89 "E" 96 2 0
"414" 414 6 89 "E" 155 0 0
"415" 415 6 89 "E" 81 3 1
"416" 416 5 90 "E" 119 0 0
"417" 417 5 90 "E" 84 1 0
"418" 418 5 90 "E" 53 2 1
"419" 419 5 90 "E" 145 0 0
"420" 420 5 90 "E" 33 4 0
"421" 421 6 91 "E" 175 1 1
"422" 422 6 91 "E" 124 2 0
"423" 423 6 91 "E" 63 3 0
"424" 424 6 91 "E" 59 3 0
"425" 425 6 91 "E" 38 4 1
"426" 426 6 91 "E" 206 0 0
"427" 427 5 92 "E" 182 0 0
"428" 428 5 92 "E" 98 3 1
"429" 429 5 92 "E" 56 4 0
"430" 430 5 92 "E" 177 0 0
"431" 431 5 92 "E" 172 0 0
"432" 432 5 93 "E" 183 1 0
"433" 433 5 93 "E" 33 4 0
"434" 434 5 93 "E" 211 0 0
"435" 435 5 93 "E" 69 2 0
"436" 436 5 93 "E" 77 2 0
"437" 437 4 94 "E" 57 0 0
"438" 438 4 94 "E" 30 0 0
"439" 439 4 94 "E" 29 0 0
"440" 440 4 94 "E" 44 0 0
"441" 441 5 95 "E" 146 0 0
"442" 442 5 95 "E" 58 2 1
"443" 443 5 95 "E" 115 0 0
"444" 444 5 95 "E" 20 4 0
"445" 445 5 95 "E" 133 0 0
"446" 446 4 96 "E" 20 3 0
"447" 447 4 96 "E" 141 0 0
"448" 448 4 96 "E" 100 2 2
"449" 449 4 96 "E" 133 0 0
"450" 450 6 97 "E" 63 3 0
"451" 451 6 97 "E" 113 2 0
"452" 452 6 97 "E" 39 3 0
"453" 453 6 97 "E" 49 3 0
"454" 454 6 97 "E" 149 0 0
"455" 455 6 97 "E" 156 0 0
"456" 456 6 98 "E" 172 1 0
"457" 457 6 98 "E" 281 0 0
"458" 458 6 98 "E" 113 3 0
"459" 459 6 98 "E" 62 5 0
"460" 460 6 98 "E" 88 3 0
"461" 461 6 98 "E" 169 1 0
"462" 462 5 99 "E" 104 1 0
"463" 463 5 99 "E" 271 0 0
"464" 464 5 99 "E" 18 3 0
"465" 465 5 99 "E" 113 1 0
"466" 466 5 99 "E" 35 3 0
"467" 467 3 100 "E" 190 0 0
"468" 468 3 100 "E" 159 1 1
"469" 469 3 100 "E" 179 0 0
"470" 470 3 101 "E" 112 1 0
"471" 471 3 101 "E" 141 0 0
"472" 472 3 101 "E" 97 1 0
"473" 473 5 102 "E" 203 1 0
"474" 474 5 102 "E" 144 1 0
"475" 475 5 102 "E" 277 0 0
"476" 476 5 102 "E" 175 1 0
"477" 477 5 102 "E" 85 4 0
"478" 478 3 103 "E" 197 0 0
"479" 479 3 103 "E" 37 2 0
"480" 480 3 103 "E" 140 1 1
"481" 481 6 104 "E" 82 2 0
"482" 482 6 104 "E" 54 3 0
"483" 483 6 104 "E" 233 0 0
"484" 484 6 104 "E" 90 2 0
"485" 485 6 104 "E" 43 4 1
"486" 486 6 104 "E" 181 1 0
"487" 487 6 105 "E" 106 0 0
"488" 488 6 105 "E" 101 0 0
"489" 489 6 105 "E" 41 3 0
"490" 490 6 105 "E" 120 0 0
"491" 491 6 105 "E" 92 1 1
"492" 492 6 105 "E" 43 3 0
"493" 493 6 106 "E" 149 2 1
"494" 494 6 106 "E" 177 1 0
"495" 495 6 106 "E" 50 4 0
"496" 496 6 106 "E" 132 2 0
"497" 497 6 106 "E" 55 4 0
"498" 498 6 106 "E" 207 0 0
"499" 499 3 107 "E" 114 1 0
"500" 500 3 107 "E" 219 0 0
"501" 501 3 107 "E" 37 2 0
"502" 502 4 108 "E" 45 1 0
"503" 503 4 108 "E" 30 1 0
"504" 504 4 108 "E" 84 0 0
"505" 505 4 108 "E" 70 1 1
"506" 506 4 109 "E" 29 2 0
"507" 507 4 109 "E" 192 0 0
"508" 508 4 109 "E" 118 0 0
"509" 509 4 109 "E" 50 2 0
"510" 510 4 110 "E" 309 0 0
"511" 511 4 110 "E" 95 3 0
"512" 512 4 110 "E" 143 2 0
"513" 513 4 110 "E" 175 1 0
"514" 514 6 111 "E" 151 0 0
"515" 515 6 111 "E" 88 1 0
"516" 516 6 111 "E" 87 1 0
"517" 517 6 111 "E" 74 1 0
"518" 518 6 111 "E" 38 2 0
"519" 519 6 111 "E" 51 1 0
"520" 520 3 112 "E" 154 0 0
"521" 521 3 112 "E" 124 1 1
"522" 522 3 112 "E" 89 1 0
"523" 523 3 113 "E" 174 0 0
"524" 524 3 113 "E" 113 1 0
"525" 525 3 113 "E" 98 1 0
"526" 526 5 114 "E" 45 3 1
"527" 527 5 114 "E" 95 0 0
"528" 528 5 114 "E" 114 0 0
"529" 529 5 114 "E" 64 2 2
"530" 530 5 114 "E" 100 0 0
"531" 531 5 115 "E" 121 1 0
"532" 532 5 115 "E" 113 1 0
"533" 533 5 115 "E" 326 0 0
"534" 534 5 115 "E" 66 3 0
"535" 535 5 115 "E" 49 3 0
"536" 536 4 116 "E" 145 0 0
"537" 537 4 116 "E" 54 2 0
"538" 538 4 116 "E" 44 2 0
"539" 539 4 116 "E" 87 1 0
"540" 540 6 117 "E" 98 1 0
"541" 541 6 117 "E" 40 5 0
"542" 542 6 117 "E" 97 1 0
"543" 543 6 117 "E" 213 0 0
"544" 544 6 117 "E" 125 1 0
"545" 545 6 117 "E" 99 1 0
"546" 546 6 118 "E" 57 4 1
"547" 547 6 118 "E" 110 2 0
"548" 548 6 118 "E" 352 0 0
"549" 549 6 118 "E" 109 2 0
"550" 550 6 118 "E" 231 1 0
"551" 551 6 118 "E" 72 3 0
"552" 552 3 119 "E" 108 1 0
"553" 553 3 119 "E" 179 0 0
"554" 554 3 119 "E" 67 2 0
"555" 555 5 120 "E" 62 2 0
"556" 556 5 120 "E" 126 1 0
"557" 557 5 120 "E" 49 2 0
"558" 558 5 120 "E" 50 2 0
"559" 559 5 120 NA NA NA 0
"560" 560 3 121 "E" 164 1 0
"561" 561 3 121 "E" 349 0 0
"562" 562 3 121 "E" 57 2 0
"563" 563 3 122 "E" 88 0 0
"564" 564 3 122 "E" 64 0 0
"565" 565 3 122 "E" 76 0 0
"566" 566 3 123 "E" 189 1 0
"567" 567 3 123 "E" 46 2 0
"568" 568 3 123 "E" 257 0 0
"569" 569 4 124 "E" 100 0 0
"570" 570 4 124 "E" 19 3 0
"571" 571 4 124 "E" 112 0 0
"572" 572 4 124 "E" 43 2 0
"573" 573 5 125 "E" 200 0 0
"574" 574 5 125 "E" 87 3 0
"575" 575 5 125 "E" 82 3 0
"576" 576 5 125 "E" 132 2 0
"577" 577 5 125 "E" 195 0 0
"578" 578 5 126 "E" 52 2 0
"579" 579 5 126 "E" 233 0 0
"580" 580 5 126 "E" 62 2 0
"581" 581 5 126 "E" 35 3 1
"582" 582 5 126 "E" 235 0 0
"583" 583 5 127 "E" 80 3 0
"584" 584 5 127 "E" 247 0 0
"585" 585 5 127 "E" 123 1 0
"586" 586 5 127 "E" 120 1 0
"587" 587 5 127 "E" 118 1 0
"588" 588 6 128 "E" 200 0 0
"589" 589 6 128 "E" 40 4 0
"590" 590 6 128 "E" 137 1 0
"591" 591 6 128 "E" 76 3 0
"592" 592 6 128 "E" 162 1 0
"593" 593 6 128 "E" 87 3 0
"594" 594 6 129 "E" 139 1 0
"595" 595 6 129 "E" 130 1 0
"596" 596 6 129 "E" 168 1 0
"597" 597 6 129 "E" 228 0 0
"598" 598 6 129 "E" 118 1 0
"599" 599 6 129 "E" 97 3 1
"600" 600 3 130 "E" 103 0 0
"601" 601 3 130 "E" 82 0 0
"602" 602 3 130 "E" 95 0 0
"603" 603 6 131 "E" 43 5 0
"604" 604 6 131 "E" 76 3 0
"605" 605 6 131 "E" 216 0 0
"606" 606 6 131 "E" 168 2 0
"607" 607 6 131 "E" 88 3 0
"608" 608 6 131 "E" 232 0 0
"609" 609 4 132 "E" 89 1 0
"610" 610 4 132 "E" 63 1 0
"611" 611 4 132 "E" 232 0 0
"612" 612 4 132 "E" 40 3 1
"613" 613 4 133 "E" 207 1 0
"614" 614 4 133 "E" 177 2 1
"615" 615 4 133 "E" 306 0 0
"616" 616 4 133 "E" 37 3 0
"617" 617 4 134 "E" 99 2 0
"618" 618 4 134 "E" 268 0 0
"619" 619 4 134 "E" 220 1 0
"620" 620 4 134 "E" 52 2 0
"621" 621 5 135 "E" 109 1 0
"622" 622 5 135 "E" 129 0 0
"623" 623 5 135 "E" 156 0 0
"624" 624 5 135 "E" 53 4 0
"625" 625 5 135 "E" 114 1 0
"626" 626 3 136 "E" 21 2 1
"627" 627 3 136 "E" 38 0 0
"628" 628 3 136 "E" 61 0 0
"629" 629 5 137 "E" 51 2 0
"630" 630 5 137 "E" 58 2 0
"631" 631 5 137 "E" 32 3 0
"632" 632 5 137 "E" 121 0 0
"633" 633 5 137 "E" 143 0 0
"634" 634 5 138 "E" 41 3 0
"635" 635 5 138 "E" 92 1 0
"636" 636 5 138 "E" 162 0 0
"637" 637 5 138 "E" 86 1 0
"638" 638 5 138 "E" 60 3 0
"639" 639 6 139 "E" 59 5 0
"640" 640 6 139 "E" 180 3 0
"641" 641 6 139 "E" 155 4 1
"642" 642 6 139 "E" 299 0 0
"643" 643 6 139 "E" 297 0 0
"644" 644 6 139 "E" 256 2 1
"645" 645 6 140 "E" 137 1 0
"646" 646 6 140 "E" 156 1 0
"647" 647 6 140 "E" 97 2 0
"648" 648 6 140 "E" 75 3 0
"649" 649 6 140 "E" 99 2 0
"650" 650 6 140 "E" 315 0 0
"651" 651 5 141 "E" 111 1 0
"652" 652 5 141 "E" 124 1 0
"653" 653 5 141 "E" 90 2 0
"654" 654 5 141 "E" 127 1 0
"655" 655 5 141 "E" 274 0 0
"656" 656 6 142 "E" 130 0 0
"657" 657 6 142 "E" 88 1 0
"658" 658 6 142 "E" 86 1 0
"659" 659 6 142 "E" 110 1 1
"660" 660 6 142 "E" 125 0 0
"661" 661 6 142 "E" 65 2 0
"662" 662 4 143 "E" 82 1 0
"663" 663 4 143 "E" 38 3 0
"664" 664 4 143 "E" 88 1 0
"665" 665 4 143 "E" 328 0 0
"666" 666 3 144 "E" 112 0 0
"667" 667 3 144 "E" 83 1 0
"668" 668 3 144 "E" 91 0 0
"669" 669 3 145 "E" 126 0 0
"670" 670 3 145 "E" 106 1 0
"671" 671 3 145 "E" 171 0 0
"672" 672 3 146 "E" 77 1 0
"673" 673 3 146 "E" 225 0 0
"674" 674 3 146 "E" 62 1 0
"675" 675 5 147 "E" 106 2 0
"676" 676 5 147 "E" 51 4 0
"677" 677 5 147 NA NA NA 0
"678" 678 5 147 NA NA NA 0
"679" 679 5 147 "E" 146 2 0
"680" 680 4 148 "E" 58 2 0
"681" 681 4 148 "E" 250 0 0
"682" 682 4 148 "E" 147 1 0
"683" 683 4 148 "E" 80 2 0
"684" 684 6 149 "E" 32 4 0
"685" 685 6 149 "E" 175 1 0
"686" 686 6 149 "E" 101 3 0
"687" 687 6 149 "E" 268 0 0
"688" 688 6 149 "E" 63 4 0
"689" 689 6 149 "E" 177 1 0
"690" 690 6 150 "E" 45 3 0
"691" 691 6 150 "E" 23 4 1
"692" 692 6 150 "E" 86 2 0
"693" 693 6 150 "E" 140 1 0
"694" 694 6 150 "E" 46 3 0
"695" 695 6 150 NA NA NA 0
"696" 696 4 151 "E" 50 2 0
"697" 697 4 151 "E" 144 0 0
