"ID","SIZE","HH","TYPE","TIME","S_num","I_num"
1,5,1,"0",50,NA,0
2,5,1,"E",194,NA,0
3,5,1,"E",137,NA,0
4,5,1,"E",204,NA,0
5,5,1,"E",265,NA,0
6,5,2,"E",313,NA,0
7,5,2,"E",192,NA,0
8,5,2,"E",104,NA,0
9,5,2,"E",355,NA,0
10,5,2,"E",173,NA,0
11,6,3,"E",98,NA,0
12,6,3,"E",134,NA,0
13,6,3,"E",333,NA,0
14,6,3,"E",116,NA,0
15,6,3,"E",106,NA,0
16,6,3,"E",201,NA,0
17,5,4,"E",191,NA,0
18,5,4,"E",111,NA,0
19,5,4,"E",116,NA,0
20,5,4,"E",346,NA,0
21,5,4,"E",109,NA,0
22,6,5,"E",107,NA,0
23,6,5,"E",334,NA,0
24,6,5,"E",108,NA,0
25,6,5,"E",195,NA,0
26,6,5,"E",76,NA,0
27,6,5,"E",131,NA,0
28,5,6,NA,NA,NA,0
29,5,6,"E",351,NA,0
30,5,6,"E",190,NA,0
31,5,6,"E",233,NA,0
32,5,6,"E",315,NA,0
33,4,7,"E",172,NA,0
34,4,7,"E",141,NA,0
35,4,7,"E",247,NA,0
36,4,7,"E",306,NA,0
37,4,8,NA,NA,NA,0
38,4,8,"E",30,NA,0
39,4,8,"E",52,NA,0
40,4,8,"E",46,NA,0
41,4,9,"E",193,NA,0
42,4,9,"E",172,NA,0
43,4,9,NA,NA,NA,0
44,4,9,"E",254,NA,0
45,5,10,"E",NA,NA,0
46,5,10,"E",309,NA,0
47,5,10,"E",265,NA,0
48,5,10,"E",195,NA,0
49,5,10,"E",139,NA,0
50,4,11,"E",179,NA,0
51,4,11,"E",209,NA,0
52,4,11,"E",159,NA,0
53,4,11,"E",268,NA,0
54,3,12,"E",170,NA,0
55,3,12,"E",193,NA,0
56,3,12,"E",187,NA,0
57,5,13,"E",360,NA,0
58,5,13,"E",86,NA,0
59,5,13,"E",249,NA,0
60,5,13,"E",109,NA,0
61,5,13,"E",230,NA,0
62,4,14,"E",50,NA,0
63,4,14,"E",88,NA,0
64,4,14,"E",207,NA,0
65,4,14,"E",198,NA,0
66,4,15,"E",227,NA,0
67,4,15,NA,NA,NA,0
68,4,15,"E",195,NA,0
69,4,15,"E",220,NA,0
70,4,16,"E",171,NA,0
71,4,16,"E",317,NA,0
72,4,16,"E",140,NA,0
73,4,16,"E",352,NA,0
74,6,17,"E",NA,NA,0
75,6,17,"E",158,NA,0
76,6,17,"E",192,NA,0
77,6,17,"E",118,NA,0
78,6,17,"E",195,NA,0
79,6,17,"E",168,NA,0
80,4,18,"E",159,NA,0
81,4,18,"E",184,NA,0
82,4,18,"E",NA,NA,0
83,4,18,"E",215,NA,0
84,6,19,"E",47,NA,0
85,6,19,"E",256,NA,0
86,6,19,"E",142,NA,0
87,6,19,NA,NA,NA,0
88,6,19,"E",261,NA,0
89,6,19,"E",113,NA,0
90,5,20,"E",20,NA,0
91,5,20,"E",NA,NA,0
92,5,20,"E",197,NA,0
93,5,20,"E",115,NA,0
94,5,20,"E",353,NA,0
95,3,21,"E",210,NA,0
96,3,21,NA,NA,NA,0
97,3,21,"E",165,NA,0
98,3,22,"E",163,NA,0
99,3,22,"E",69,NA,0
100,3,22,"E",96,NA,0
101,4,23,"E",178,NA,0
102,4,23,"E",128,NA,0
103,4,23,NA,NA,NA,0
104,4,23,"E",346,NA,0
105,4,24,"E",343,NA,0
106,4,24,"E",122,NA,0
107,4,24,"E",315,NA,0
108,4,24,"E",42,NA,0
109,4,25,"E",36,NA,0
110,4,25,"E",118,NA,0
